input	reference	prediction
Wu loʼn nmaq kkaʼyxik	#qum# Las frutas se ven grandes	️️️️️️️️️️️️️️️️️️️️️️️️️️️️️
Ri kuch xibʼal squkʼ chriij	#qum# El cerdo tiene mucho piojo	### El hombre que no se ha hecho nada
Ri lochʼ qal xchʼij ri qʼaaqʼ xelul chriij	#qum# El bebé no aguantó la fiebre	El hombre se ha ido a la tierra
Ri aliit ataq kbʼeek pchʼiichʼ kiryaʼ xaʼw chre	#qum# la señorita cuando viaja en carro le da vómito	## El hombre que no ha sido
Ri winaq keʼchʼoʼ jnik chrij ri yaʼ	#qum# La gente pelean por el agua	# El hombre se ha hecho el hombre que se ha hecho el hombre
Ri wjow njeel qʼiij qal jamlik	#qum# Mi papá todos los días se mantiene ocupado	Tonto de la mujer
Chu wu jaay rech chʼabʼal kʼolik kʼeebʼ mulmik uleew	#qum# En frente la iglesia	### El hombre que se ha hecho el hombre no tiene que
Ri cheʼ qʼeʼlik xk anjik pri bʼeey	#qum# el árbol quedó atravesado en el camino	# Comodo de la gente se ha hecho el
Ri chiij qʼeqqʼoj rkaʼybʼaal	#qum# El color de la oveja es medio negro	### Para poder poder
Riliil riij ataq xtqum ri yaʼ nabʼeey xtrqowsxik	#qum# Es necesario cuando tomamos el agua	#qum# El hombre que se ha ido a la casa
Ri rwoch tikaʼ kkiʼyrik rum wu rtun qʼiij	#qum# La fruta se endulza con los rayos del sol	#qum# La mujer se ha hecho el hombre
Ri rwoch nuxtaʼ xibʼal rkʼixil	#qum# La fruta del nopal tiene mucha espina	# El hombre que no se ha ido
Ri aliit kiryqʼuj ri ajkʼaal	#qum# La señorita c uida al bebé	tttttttt
Chpom ri yaʼ piʼlik xibʼal xaʼn	#qum# En el agua encharcada hay mucho zancudo	## El niño se ha ido
Ri tzʼiʼ ktzʼuʼynjik ataq kirkaʼyij wu rxoqʼjowil	#qum# El perro ronronea cuando mira su	# El hombre que no ha hecho nada
Ataq xojopnik jaqlik chik ri rchiʼ jaay jroq koʼkik elqʼoom	#qum# Cuando llegamos ya estaba abierto la	El hombre se ha ido de la casa de los que se fueron
Ri ajkʼaal xyabʼrik rukʼ xjir	#qum# El niño se enfermo de dearrea	# El hombre que se ha hecho el hombre que se ha hecho el hombre que se ha hecho el hombre
Ri snik ktij ri rxiʼl leej	#qum# Las hormigas comen la migaja de tortilla	# El hombre no se ha hecho nada
Ri kiʼ wiqnik ri nima qʼiij areʼ ri qʼus laj taq ixoq	#qum# Los que engalanan la fiesta son las bellas mujeres	#qum# La mujer se ha puesto en el
Ri traas spoqʼpoj rtijik	#qum# El durazno está desabrido	# El hombre que no se ha ido
Ri wiqabʼaaq kchuknik chu ri qʼajaʼ	#qum# La sábila es bueno para las quebraduras	Compreendo la gente que se ha hecho el
Ri ajkʼa al qal chik xtuʼnik rum wu xsopjik wu rqul	#qum# El bebé ya no pudo mamar porque se le	Toda la gente que no se
Qonjeel wu ojkʼolik chu rwoch paxil nkareʼ xaq jnum ri qbʼanbʼaal	#qum# Todos los	## El hombre que no se ha ido
Ri alaabʼ xwiʼtaj jun kuuk rukʼ ri r chʼaabʼ	#qum# El m uchacho mató una ardilla con su onda	## El hombre se ha hecho el hombre que se ha hecho
Ri rchʼeek wtziik xqʼajik ataq xtzaquul jun xaʼk chriij	#qum# La rodilla de mi hermano se quebró cuando le cayó un trozo encima	El pueblo de la casa de los huambo se
Ri wurbʼal kchʼajchʼtik	#qum# El dor mitorio es limpio	Toy que no hay nada que no sea
Ri chʼiichʼ suukʼ xbʼeek pswon	#qum# El carro se fue directo al barranco	Título de la familia de la familia de los
chpom ri uleew kʼiy kʼulbʼat ikʼolik	#qum# En el terreno hay varios muros	Tesouro de la tierra
Jumul xtbʼiʼxik ke ri qatz riliil riij areʼ ri nimneem	#qum# Una vez se dice que lo más importante es el respeto	# La gente no sabe que no se va
Ri ryaʼl iik tzeytzoj xelik	#qum# El caldo salió medio salado	## El maíz se vendía por la casa
Ataq kojbʼinik nim tʼuus keʼlik ri qqan	#qum# Cuando caminamos mucho los pies nos	# El niño se puso en pieza
Ataq xinsol ri kʼaam xinbʼotzʼ chrij jun piʼq	#qum# Cuando desaté la pita es fácil arrollar en un olote	#qum# El niño se ha ido a la casa
Xibʼal rkʼixil ri yeel	#qum# El chichicaste tiene mucha espina	# El hombre no tiene que ser serpiente
Pri nimaqʼiij xeʼchuknik kʼeebʼ ulanel	#qum# Para la fiesta trabajaron dos recepcionista	️ Comparado a la gente
Chke xyoʼqik njeel ri poq chi rbʼanik ri nimaqʼiij	#qum# A ellos les dieron el dinero para hacer la fiesta	Título de la familia de los niños
Ri wkaaqʼ areʼ jun utz laj achii	#qum# Mi sobrino es un buen hombre	#qum# El hombre no se ha puesto en la tierra
Ri tzʼuu m likʼmaj rwoch chu uleew	#qum# El cuero estaá extendido en el suelo	# El hombre que se fue fue
Rum wu qal tzʼqaat ri rpajbʼaal ri ajkʼeynel sichaʼ xbʼeek pcheʼ	#qum# Por estar	Comentarios de la gente
Ri qʼoor qal xqumik kʼten xtewrsxik tekʼchi xjachik	#qum# El atol no se pudo tomar	Tô de mi micho no te la tiró
Ri wakx jurjik ri raaqʼ La vaca tiene la lengua larga	#qum# Temascal	## El niño se ha ido a la casa
Qal utz xtqyaʼ jun che chqoom ri wnaq kʼa krechbʼeej	#qum# No es bueno prestar algo a alguien porque se adueña	️Cuando se hace el trabajo en la casa
Ri tzʼuum ri kʼaʼn chu ri kʼuqulbʼal mixjarik	#qum# El cuero que tiene el sentadero se	# El hombre no ha sido
Ri achii ataq kir bʼan ri awaʼn kertaqiij ajchaak chu rtoxik	#qum# El hombre cuando siembra busca	#qum# El hombre no tiene nada que hacer
Xkmik ri tʼuq laj akʼ	#qum# La gallina clueca se mur ió	## La gente no tiene nada que decir
Ri nchuch xloqʼ jun suʼbʼal qʼabʼ	#qum# Mi mamá compró una servilleta	La gente no tiene que ser cuando se
Utz xtqsipaj ri poq nuʼj chke ri mebʼaʼ	#qum# es bueno regalar dinero pero a los huérfanos	# La gente no se ha visto nada que
Ri wchoch rex ri rkaʼybʼaal	#qum# Mi casa es de color v erde	️️️️️️️️️️️️️️️️️️️️️️
Ataq kʼolik muuj chukaaj retal kʼchiʼ kpetik jabʼ	#qum# cuando hay nube en el cielo es seña que	# Algodón se hace el día de la fiesta
Ri raal kuch xiʼ qajik tiʼt njeel	#qum# Las crías de la marrana que cayero son hembras	Comida de la casa de la casa de la casa de la casa de la casa de la casa de la casa de la casa
Ri nchuch xproj ri rtkuʼl	#qum# mi mamá lo quemó su paleta	Toda que está en el
Ri rtibʼliil woy chetzʼini k rtijik	#qum# La comida es bien ssabrosa	# El pueblo de la Tierra se ha convertido en una tierra
Ataq xojelpoon chu ri ilbʼal qʼus rkaʼyxik ri tinmit	#qum# Cuando salimos al mirador el pueblo se mira bello	Take the board
Wu chʼmaay utz xtktij ri ajkʼlobʼ rech xtkʼobʼik kchoqʼaabʼ	#qum# El guisquil es bueno que	# La gente no se ha hecho nada porque no se ha hecho nada
Ataq xkmol kiibʼ ri aloʼm xkbʼanken jun etzlaal chu ri qtikaʼ	#qum# Cuando se reunieron los	La gente no tiene nada que decir cuando se
Ri wxqʼajlobʼ tarnuul chwij mi compañero viene atrás	#qum# Escuela	T'as vu ta maman qui t'a donné la
Ri ixoq kirjokʼ ri skiil chu kaʼ	#qum# La mujer muele la pepita de ayote en la piedra de moler	## Comparar el trabajo en la casa de la mujer
Wu musmut utz chi qʼxom kʼuʼxaj	#qum# El ajenjo es bueno para el dolor de estómago	### El niño se queda en el cuerpo por el cuerpo
Ri n tatanool nim ri retambʼal	#qum# Mi abuel o posee grandes conocimientos	El hombre tiene que ser el hombre cuando se ha hecho el hombre
Don Jesus se puso la camisa al revés	#qum# Escama	️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️
Ri toch ʼaʼ kirtij ri rwoch nuxtaʼ el jilguero c ome la fruta de la tuna	#qum# Pagar	#qum# La mujer se queda en el
Ri cheʼ pujpik sichaʼ kiryaʼ muʼj	#qum# el árbol es frondoso y da buena sombra	T'as vu que tu as mis la peau
ataq xinbʼan ri wchoch xinbʼan jun jloom	#qum# Cuando construí mi casa tuve que hacer un préstamo	# Comentario de la señora
Ri saqtbʼiin jurjik wu rjey	#qum# La comadreja tiene la cola larga	####### El hombre que no se le dio cuenta de que no se le dio cuenta de que no se le dio cuenta
Kʼa xaq et rchim wu chʼiichʼ xichaʼ qal xchʼij xelbʼik chu wu rujyubʼ	#qum# Por mucha carga el carro no aguantó salir en la subida	T'as vu que je suis arrivé à la maison
Ri rchak ri ixoq kirbʼan njeel qʼiij areʼ ri tʼisneem	#qum# El trabajo que hace la mujer todos los	# El hombre que no se ha ido a la casa
Wu jiiqʼ kiryaʼ che ri ajkʼalobʼ	#qum# La tosferina le da a los niños	#qum# El hombre se ha ido por la casa
Ri aliit qʼus rkaʼyxik kukʼ ri ruwaj	#qum# La señorita se ve elegante con sus collares	El hombre se ha ido a la casa de la mujer
Ataq xkʼisik ri molbʼeem ri aloʼm xiʼ tikrook chu ktzʼulxik ri altom	#qum# Cuando terminó la	El hombre que se ha ido a la casa no ha ido a la casa
Wu chʼikaʼx xuqkee kchuknik chi siʼ	#qum# La chicharra de pino tambien se usa	Título de la Casa de la Casa de la Casa de la Casa de la Casa de la Casa de la Casa
En el techo de la casa hay dos agujeros	#qum# Semana	Tante de la casa no se puede hacer por la casa
Ri chaak xaq che rbʼ anik sic haʼ xqtzuntzaj	#qum# El trabajo quedó mal hecho por eso se	# Comodidad# El hombre se ha quedado
Aqʼabʼ xelbʼik ri achii chi rawxik ri chnooj	#qum# El hombre salió temprano a sembrar la	# El hombre que no ha sido
Xibʼal xibʼaliibʼ chu ri wiʼtnel	#qum# Hay mucho miedo al asesino Ciprés	Toriano no resistió
X kʼatik ri rtzʼumil rqʼabʼ ri ixoq	#qum# a la señora se le quemó la piel de la mano	La casa de los niños se ha hecho en la casa de los niños
Jrubʼ rajlaal ri poq xeʼloq	#qum# Cuanto ascendió la cantidad del dinero	#qum# El hombre que se ha hecho
Qaqchee chik ri k ʼ yeej kumu xchupik ri rxoqʼjowil	#qum# Ya no hay venta porque se murió el dueño Bellota de arboles	T'as vu ta tête qui te fait rire
Ri ixoq xbʼeek chi rtaqxik qʼaʼtzuy praal cheʼ	#qum# La mujer fue a buscar hongo en la	# El hombre no ha hecho nada que
Paqʼiij xoʼkik ri elqʼoom pjaay elqʼnel	#qum# De día ent raron los ladrones en la casa a robar	El hombre se ha ido de la casa cuando se ha ido de la casa
Ri qbʼey xsukʼbʼik kumu xqjnumsaj ri qchoqʼaabʼ	#qum# Nuestro camino se	La gente no tiene que ser ser
Ataq xtzaqik ri ajkʼaal xelul kikʼ pirtzaʼm	#qum# C uando cayó el niño le salió sangre en la nariz	Teniendo que no se ha hecho nada
Ri wochbʼlaal areʼ jun naʼtbʼal qe	#qum# El retrato es algo que nos recuerda	️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️
Ataq xi bʼal kqʼiiqʼ ri rwiʼ jaay ktzalbʼik	#qum# Cuando hay mucho aire el techo de la casa	Comodidad de la gente
Ri raal chiij ktuʼnsxik kumu qal xpon rqʼij	#qum# La cria de la oveja lo amamantan porque	### El que no se ha hecho nada
Ri yaak xeʼrtij ri raa l akʼ	#qum# El gato de monte se comió todos los pollitos	### El hombre se ha ido a la casa de la mujer
Ri rkʼoʼxiil ubʼooy kchuknik chu awbʼal	#qum# La	El hombre se ha hecho
Ri aliit qal kirkʼut saqsi tzʼeebʼ	#qum# A la muchach a no se le nota que es tartamuda	Comentario de la gente
Ri achii xrubʼaaj ri musaat rukʼ ri ubʼ al	#qum# El hombre mató el venado con su	### El hombre que se ha puesto en el camino no se ha ido
Ri rchiʼ jaay xpaqʼtjik rum ri rkabʼ rqan	#qum# la puerta de la casa se partió por el temblor	T'as vu dans la maison ?
Ri wnobʼ yuux ri raal	#qum# Mi hernana tiene gemelos	Tamacanama
Ri tzʼiʼ xelul qʼaaqʼ chriij	#qum# Al perro le dio fiebre	Teniendo en cuenta la situación de los niños
Ri tatyoox qal chik kirchʼij rjoʼxik ri rsomchiʼ	#qum# El anciano ya no aguanta afeitarse	## La gente no tiene nada que decir
Njeel ri ajchaak xeʼyoʼqook chu rpaqʼik ri uleew	#qum# Todos los trabajadores les pusieron a	#qum# El hombre se ha hecho el hombre
Njeel ri ajchaak xeʼtobʼik chu rmolik ri abʼaj	#qum# T odos los trabajadores ayudaron para juntar la	️️️️️️️️️️️️️️️️️️️️️️️️️️️
Wu ulee w naʼl xtzʼaqik	#qum# La tierra se tiene que compactar bien	Título de la casa de los niños
Ri wix kir qchʼuj ri paan	#qum# El gato le dió un mordisco al pan	## Comentario de la gente que se hacía en el
Ataq xojelbʼik qonjeel x qtzʼap ijken ri rchiʼ jaay	#qum# Cerrado	# El pueblo se ha hecho un buen trabajo
Ri rchʼmeʼy ntatanool xq ʼajik	#qum# El bastó n de mi abuelo se quebró	El hombre que no se ha hecho
Ri abʼaʼ bʼantlik rukʼ saqkiiy	#qum# La hamaca está hecha de pita de mecate	Título de la Casa de Dios
¿Cuánto cuesta el sombrero que compró mi mamá en la plaza	#qum# ¿cuándo?	Cuánto costó el chapo que compró
R i achii xelbʼik rukʼ ri rtzʼiʼ chu rtaqxik ri musaat	#qum# El hombre salió con su perro a cazar	# El hombre no se ha hecho nada
Ri chʼooy xchʼulchʼaʼ ri ixiim	#qum# El ratón ensuscio todo el maíz fracción/ pedazo	# Comentarios de la gente que no se ha hecho nada
Njeel ri wnaq nim ri knoʼj sichaʼ utz ikʼolik	#qum# Toda la gente tienen buena ineligencia por eso están bien	Tonto de la casa de la casa de la casa de la casa de la casa de la casa de la casa de la casa de la casa de la casa de la casa
Ri nchuch xtzaltzaj ri poʼt ri xloqʼ kumu nuchʼ xkanaj chriij	#qum# Mi mamá tuvo que	#qum# El hombre que se ha ido
Ri keqʼ kiryaʼ ptaq ri rqan swon	#qum# La Guayaba se da en los barrancos	Compra que se ha hecho por el
Ri kuch xkchʼulchʼaʼ ri kwoy	#qum# Los c erdos ensuciaron la comida	Mi niña se ha ido
Cuando oímos el río tumbar rápido corrimos	#qum# Bejuquillo	️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️
Ajwiʼ xtpetik jabʼ rukʼ saqbʼuch	#qum# Hoy va llover con granizo	# El hombre es un hombre que se ha hecho
Ri tzʼiʼ xkbʼalktij kiibʼ rukʼ ri sjiʼl	#qum# El perro se revolcaron con el coyote	Título de la Casa de la Casa
Riliil riij ataq xkojwaʼljik xkojtyoxnik chu Ajaw	#qum# Es necesario cuando amanecemos debemos agradecer a Dios	## Comentario de la leyenda en que se trata de la
Kqʼoxwik ri nxkin	#qum# Me duele el oído	️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️
Ri ntzʼiʼ naqʼtlik kirtij iik	#qum# Mi perro está acostumbrado comer chile	#qum# El hombre se ha ido a la casa
Ptaq ri rqan swon kiryaʼ xibʼal ri chibʼaʼ	#qum# En los barrancos se da mucho el helecho	#qum# El hombre se ha ido a la casa
R i ajtʼisnel xwiʼtxik kum ri elqʼoom	#qum# El sastre fue matado por los ladrones	# El hombre se ha ido a la casa de la mujer
Ri ajtiij xbʼ iij chke ri ajtijnel kʼotz kixkʼ olaq	#qum# El maestro dice a los estudiantes que guarden	#qum# El que no se ha hecho nada que se ha hecho cuando se ha hecho
Ataq xeʼriqtjaq ri ixoq juplik bʼanmajken chre	#qum# Cuando le fueron a encontrar a la mujer la	# El hombre se ha ido a la casa
La orina apesta mucho cuando hay mucho calor	#qum# Camarón	️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️
Nim ri kaʼy kbʼanik chu ri waʼktbʼal	#qum# Mucha diversión se hizo en el parque	Título de la familia de los niños
Ri yaaj utz xttijxik chke ri ajkʼlobʼ	#qum# El regaño es bueno enseñarles a los niños	Testa de la casa no se ha hecho
Wu kuuk xkʼis ri a j chtijik	#qum# La ardilla se terminó de comer los elotes	### El niño se ha ido a la casa
