input	reference	prediction
Ri rwoch tikaʼ kkiʼyrik rum wu rtun qʼiij	#qum# La fruta se endulza con los rayos del sol	The man is a man who's gone
Ri rwoch nuxtaʼ xibʼal rkʼixil	#qum# La fruta del nopal tiene mucha espina	The man has become a family man
Ri aliit kiryqʼuj ri ajkʼaal	#qum# La señorita c uida al bebé	El hombre se ha hecho hombre
Chpom ri yaʼ piʼlik xibʼal xaʼn	#qum# En el agua encharcada hay mucho zancudo	️Madam has done a good job
Ri tzʼiʼ ktzʼuʼynjik ataq kirkaʼyij wu rxoqʼjowil	#qum# El perro ronronea cuando mira su	The man went to the little lady's house
Ataq xojopnik jaqlik chik ri rchiʼ jaay jroq koʼkik elqʼoom	#qum# Cuando llegamos ya estaba abierto la	The man has stayed in bed when he has
Ri ajkʼaal xyabʼrik rukʼ xjir	#qum# El niño se enfermo de dearrea	Le peuple a été fait par l'homme
Ri snik ktij ri rxiʼl leej	#qum# Las hormigas comen la migaja de tortilla	"""Man has been made of earth when he was made"
Ri kiʼ wiqnik ri nima qʼiij areʼ ri qʼus laj taq ixoq	#qum# Los que engalanan la fiesta son las bellas mujeres	The man who has gone to earth has not been seen
Ri traas spoqʼpoj rtijik	#qum# El durazno está desabrido	The man stayed where he went
Ri wiqabʼaaq kchuknik chu ri qʼajaʼ	#qum# La sábila es bueno para las quebraduras	
Ri ajkʼa al qal chik xtuʼnik rum wu xsopjik wu rqul	#qum# El bebé ya no pudo mamar porque se le	The man who went to the woman's house
Qonjeel wu ojkʼolik chu rwoch paxil nkareʼ xaq jnum ri qbʼanbʼaal	#qum# Todos los	"""The man has become the man when he is"
Ri alaabʼ xwiʼtaj jun kuuk rukʼ ri r chʼaabʼ	#qum# El m uchacho mató una ardilla con su onda	The man who hasn't gone to the kids' home
Ri rchʼeek wtziik xqʼajik ataq xtzaquul jun xaʼk chriij	#qum# La rodilla de mi hermano se quebró cuando le cayó un trozo encima	The man stayed in bed when he left
Ri wurbʼal kchʼajchʼtik	#qum# El dor mitorio es limpio	The man has put himself in the water so that it can not be
Ri chʼiichʼ suukʼ xbʼeek pswon	#qum# El carro se fue directo al barranco	The man has gone home to prepare the
chpom ri uleew kʼiy kʼulbʼat ikʼolik	#qum# En el terreno hay varios muros	The man has put himself in the place of the house
Jumul xtbʼiʼxik ke ri qatz riliil riij areʼ ri nimneem	#qum# Una vez se dice que lo más importante es el respeto	The man has stayed at the house of the woman who left
Ri ryaʼl iik tzeytzoj xelik	#qum# El caldo salió medio salado	️️️Mundo es el que se ha echado en la tierra
Ataq kojbʼinik nim tʼuus keʼlik ri qqan	#qum# Cuando caminamos mucho los pies nos	The man who went to the house of
Ataq xinsol ri kʼaam xinbʼotzʼ chrij jun piʼq	#qum# Cuando desaté la pita es fácil arrollar en un olote	️️️️️️️️️️️️️️️️️️️
Xibʼal rkʼixil ri yeel	#qum# El chichicaste tiene mucha espina	The man has gone to his father's house
Pri nimaqʼiij xeʼchuknik kʼeebʼ ulanel	#qum# Para la fiesta trabajaron dos recepcionista	The man who became man
Chke xyoʼqik njeel ri poq chi rbʼanik ri nimaqʼiij	#qum# A ellos les dieron el dinero para hacer la fiesta	The man has stayed in the garden of the woman's house
Ri wkaaqʼ areʼ jun utz laj achii	#qum# Mi sobrino es un buen hombre	"""The man has stayed in the woman's place"""
Ri tzʼuu m likʼmaj rwoch chu uleew	#qum# El cuero estaá extendido en el suelo	The man has done the housework so that his skin won't be waken
Rum wu qal tzʼqaat ri rpajbʼaal ri ajkʼeynel sichaʼ xbʼeek pcheʼ	#qum# Por estar	The man who has done nothing has done
Ri qʼoor qal xqumik kʼten xtewrsxik tekʼchi xjachik	#qum# El atol no se pudo tomar	The man stayed at the house of those who had stayed at the house of
Ri wakx jurjik ri raaqʼ La vaca tiene la lengua larga	#qum# Temascal	The man left without the clothes to take the
Qal utz xtqyaʼ jun che chqoom ri wnaq kʼa krechbʼeej	#qum# No es bueno prestar algo a alguien porque se adueña	The man has stayed in the garden of the house so that he can
Ri tzʼuum ri kʼaʼn chu ri kʼuqulbʼal mixjarik	#qum# El cuero que tiene el sentadero se	The man who hasn't gone home
Ri achii ataq kir bʼan ri awaʼn kertaqiij ajchaak chu rtoxik	#qum# El hombre cuando siembra busca	The man who became man became man
Xkmik ri tʼuq laj akʼ	#qum# La gallina clueca se mur ió	The man has gone to the man's house
Ri nchuch xloqʼ jun suʼbʼal qʼabʼ	#qum# Mi mamá compró una servilleta	The man has stayed at his father's house
Utz xtqsipaj ri poq nuʼj chke ri mebʼaʼ	#qum# es bueno regalar dinero pero a los huérfanos	The man has made the body of a woman who has
Ri wchoch rex ri rkaʼybʼaal	#qum# Mi casa es de color v erde	️️Manuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuzuozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozozoz
Ataq kʼolik muuj chukaaj retal kʼchiʼ kpetik jabʼ	#qum# cuando hay nube en el cielo es seña que	The man went to bed when he made the
Ri raal kuch xiʼ qajik tiʼt njeel	#qum# Las crías de la marrana que cayero son hembras	The man has become the man in the
Ri nchuch xproj ri rtkuʼl	#qum# mi mamá lo quemó su paleta	The man went to bed to drink the water
Ri rtibʼliil woy chetzʼini k rtijik	#qum# La comida es bien ssabrosa	The man stayed in bed when he left
Ataq xojelpoon chu ri ilbʼal qʼus rkaʼyxik ri tinmit	#qum# Cuando salimos al mirador el pueblo se mira bello	The man has done everything to be spotted
Wu chʼmaay utz xtktij ri ajkʼlobʼ rech xtkʼobʼik kchoqʼaabʼ	#qum# El guisquil es bueno que	The man has stayed in the woman's house
Ataq xkmol kiibʼ ri aloʼm xkbʼanken jun etzlaal chu ri qtikaʼ	#qum# Cuando se reunieron los	The man has stayed on the street for the village
Ri wxqʼajlobʼ tarnuul chwij mi compañero viene atrás	#qum# Escuela	The man went to the men's house to do the work
Ri ixoq kirjokʼ ri skiil chu kaʼ	#qum# La mujer muele la pepita de ayote en la piedra de moler	The man has gone to the men's house
Wu musmut utz chi qʼxom kʼuʼxaj	#qum# El ajenjo es bueno para el dolor de estómago	️Mundo has hecho el favor de la gente
Ri n tatanool nim ri retambʼal	#qum# Mi abuel o posee grandes conocimientos	The man stayed in the bed from the woman's house who went to the bed from the
Don Jesus se puso la camisa al revés	#qum# Escama	The man went to school so he couldn't be awakened.
Ri toch ʼaʼ kirtij ri rwoch nuxtaʼ el jilguero c ome la fruta de la tuna	#qum# Pagar	El hombre ha ido a casa de la mujer
Ri cheʼ pujpik sichaʼ kiryaʼ muʼj	#qum# el árbol es frondoso y da buena sombra	The man went to his father's house to make him
ataq xinbʼan ri wchoch xinbʼan jun jloom	#qum# Cuando construí mi casa tuve que hacer un préstamo	The man who has put himself on the ground
Ri saqtbʼiin jurjik wu rjey	#qum# La comadreja tiene la cola larga	The man has stayed in the field of earth.
Kʼa xaq et rchim wu chʼiichʼ xichaʼ qal xchʼij xelbʼik chu wu rujyubʼ	#qum# Por mucha carga el carro no aguantó salir en la subida	Homem made homem
Ri rchak ri ixoq kirbʼan njeel qʼiij areʼ ri tʼisneem	#qum# El trabajo que hace la mujer todos los	️Madam was made from the earth so he does not drift from the water
Wu jiiqʼ kiryaʼ che ri ajkʼalobʼ	#qum# La tosferina le da a los niños	The man has done the work of the house to get the
Ri aliit qʼus rkaʼyxik kukʼ ri ruwaj	#qum# La señorita se ve elegante con sus collares	The man stays in the woman's house
Ataq xkʼisik ri molbʼeem ri aloʼm xiʼ tikrook chu ktzʼulxik ri altom	#qum# Cuando terminó la	The man has gone to the woman's house
Wu chʼikaʼx xuqkee kchuknik chi siʼ	#qum# La chicharra de pino tambien se usa	The man left his father's house at night
En el techo de la casa hay dos agujeros	#qum# Semana	Monna has stayed on the ground to prepare his water.
Ri chaak xaq che rbʼ anik sic haʼ xqtzuntzaj	#qum# El trabajo quedó mal hecho por eso se	The man went to school to party
Aqʼabʼ xelbʼik ri achii chi rawxik ri chnooj	#qum# El hombre salió temprano a sembrar la	️️️️️️️️️️
Xibʼal xibʼaliibʼ chu ri wiʼtnel	#qum# Hay mucho miedo al asesino Ciprés	The man has gone to the men's house
X kʼatik ri rtzʼumil rqʼabʼ ri ixoq	#qum# a la señora se le quemó la piel de la mano	El hombre se puso en el mundo de la mujer
Jrubʼ rajlaal ri poq xeʼloq	#qum# Cuanto ascendió la cantidad del dinero	The man has done the housework so that it is
Qaqchee chik ri k ʼ yeej kumu xchupik ri rxoqʼjowil	#qum# Ya no hay venta porque se murió el dueño Bellota de arboles	The man went to the potato house to make the jump
Ri ixoq xbʼeek chi rtaqxik qʼaʼtzuy praal cheʼ	#qum# La mujer fue a buscar hongo en la	️ Man has made the work in the field of earth
Paqʼiij xoʼkik ri elqʼoom pjaay elqʼnel	#qum# De día ent raron los ladrones en la casa a robar	The man has put himself in the head of the house of
Ri qbʼey xsukʼbʼik kumu xqjnumsaj ri qchoqʼaabʼ	#qum# Nuestro camino se	The man has stayed in the woman's house
Ataq xtzaqik ri ajkʼaal xelul kikʼ pirtzaʼm	#qum# C uando cayó el niño le salió sangre en la nariz	️
Ri wochbʼlaal areʼ jun naʼtbʼal qe	#qum# El retrato es algo que nos recuerda	The man who made people
Ataq xi bʼal kqʼiiqʼ ri rwiʼ jaay ktzalbʼik	#qum# Cuando hay mucho aire el techo de la casa	The man has become the man has become the man
Ri raal chiij ktuʼnsxik kumu qal xpon rqʼij	#qum# La cria de la oveja lo amamantan porque	️Mũndũ has become man
Ri yaak xeʼrtij ri raa l akʼ	#qum# El gato de monte se comió todos los pollitos	The man who has gone to earth has not gone to earth.
Ri rkʼoʼxiil ubʼooy kchuknik chu awbʼal	#qum# La	️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️
Ri aliit qal kirkʼut saqsi tzʼeebʼ	#qum# A la muchach a no se le nota que es tartamuda	The man who went to the mother's house
Ri achii xrubʼaaj ri musaat rukʼ ri ubʼ al	#qum# El hombre mató el venado con su	The man has put himself where he has gone
Ri rchiʼ jaay xpaqʼtjik rum ri rkabʼ rqan	#qum# la puerta de la casa se partió por el temblor	The man has gone to the men's house so that the
Ri wnobʼ yuux ri raal	#qum# Mi hernana tiene gemelos	The man has become a woman who has become a woman who
Ri tzʼiʼ xelul qʼaaqʼ chriij	#qum# Al perro le dio fiebre	The man who has made himself for
Ri tatyoox qal chik kirchʼij rjoʼxik ri rsomchiʼ	#qum# El anciano ya no aguanta afeitarse	El hombre que se quedó en la casa de su madre
Njeel ri ajchaak xeʼyoʼqook chu rpaqʼik ri uleew	#qum# Todos los trabajadores les pusieron a	The man has become the man who has gone
Njeel ri ajchaak xeʼtobʼik chu rmolik ri abʼaj	#qum# T odos los trabajadores ayudaron para juntar la	"""Tú eres un hombre que te lo has hecho""."
Wu ulee w naʼl xtzʼaqik	#qum# La tierra se tiene que compactar bien	The man put on his head to do the work
Ri wix kir qchʼuj ri paan	#qum# El gato le dió un mordisco al pan	The man stopped on the way to Jesus' house
Ataq xojelbʼik qonjeel x qtzʼap ijken ri rchiʼ jaay	#qum# Cerrado	The man has become the man
Ri rchʼmeʼy ntatanool xq ʼajik	#qum# El bastó n de mi abuelo se quebró	Mens took the woman's place
Ri abʼaʼ bʼantlik rukʼ saqkiiy	#qum# La hamaca está hecha de pita de mecate	The man went to the men's house so his arms wouldn't be waking up
¿Cuánto cuesta el sombrero que compró mi mamá en la plaza	#qum# ¿cuándo?	The man who left the street hasn't been seen in the square
R i achii xelbʼik rukʼ ri rtzʼiʼ chu rtaqxik ri musaat	#qum# El hombre salió con su perro a cazar	The man has gone to the woman's house
Ri chʼooy xchʼulchʼaʼ ri ixiim	#qum# El ratón ensuscio todo el maíz fracción/ pedazo	️️️Chemanato:
Njeel ri wnaq nim ri knoʼj sichaʼ utz ikʼolik	#qum# Toda la gente tienen buena ineligencia por eso están bien	The man has gone to the house of God to be taken to the house of the
Ri nchuch xtzaltzaj ri poʼt ri xloqʼ kumu nuchʼ xkanaj chriij	#qum# Mi mamá tuvo que	The man has gone out onto the street to do the work in the woman's house
Ri keqʼ kiryaʼ ptaq ri rqan swon	#qum# La Guayaba se da en los barrancos	The man has become the man in the earth world
Ri kuch xkchʼulchʼaʼ ri kwoy	#qum# Los c erdos ensuciaron la comida	The man is the one who has gone to do the work
Cuando oímos el río tumbar rápido corrimos	#qum# Bejuquillo	The man who made himself the man has gone to the house of men
Ajwiʼ xtpetik jabʼ rukʼ saqbʼuch	#qum# Hoy va llover con granizo	The man has gone to the men's house
Ri tzʼiʼ xkbʼalktij kiibʼ rukʼ ri sjiʼl	#qum# El perro se revolcaron con el coyote	The man has become the man has become man
Riliil riij ataq xkojwaʼljik xkojtyoxnik chu Ajaw	#qum# Es necesario cuando amanecemos debemos agradecer a Dios	The man who went to the street hasn't gone home
Kqʼoxwik ri nxkin	#qum# Me duele el oído	️️️️️️️️️️️️️️️️️️️️️️️️️️️️️
Ri ntzʼiʼ naqʼtlik kirtij iik	#qum# Mi perro está acostumbrado comer chile	The man became the man in the woman's house
Ptaq ri rqan swon kiryaʼ xibʼal ri chibʼaʼ	#qum# En los barrancos se da mucho el helecho	The man went into the water so the water wouldn't get him
R i ajtʼisnel xwiʼtxik kum ri elqʼoom	#qum# El sastre fue matado por los ladrones	The man has taken the place of the man who went to get
Ri ajtiij xbʼ iij chke ri ajtijnel kʼotz kixkʼ olaq	#qum# El maestro dice a los estudiantes que guarden	The man has set himself on the road to get the water
Ataq xeʼriqtjaq ri ixoq juplik bʼanmajken chre	#qum# Cuando le fueron a encontrar a la mujer la	️ The man has become a man who has become a woman
La orina apesta mucho cuando hay mucho calor	#qum# Camarón	The man has become the man who has left his father's house.
Nim ri kaʼy kbʼanik chu ri waʼktbʼal	#qum# Mucha diversión se hizo en el parque	️The man who has become the man has gone to the woman who has
Ri yaaj utz xttijxik chke ri ajkʼlobʼ	#qum# El regaño es bueno enseñarles a los niños	The man who made the woman
Wu kuuk xkʼis ri a j chtijik	#qum# La ardilla se terminó de comer los elotes	The man who stayed in the spot
