input	reference	prediction
#qum# El niño está enfermo por eso no puede reir	Ri ajkʼaal yaabʼ sichaʼ qal ktzeʼnik	qum. I'm sick. That's why he can't laugh.
#qum# La mosca es un animal malo porque contamina lo	Wu us qal utz laj chkop kir chʼulchʼaʼ ri che ri qtij	qumilic is a bad animal because it's the one that's gonna make him
#qum# Cuando los niños se levantan todos cantan	Ataq kiʼ waʼljik ri ajkʼalobʼ konjeel keʼ bʼixnik	qumile. I mean, when the kids get up the
#qum# A los niños es necesario enseñarles a saludar	Chke ri ajkʼalobʼ riliil rij xkeʼtijxik rech xkeʼqʼajlaʼnik	"qum, ""Hello, hello, hello"""
#qum# El escritor escribió varios cuentos en el	Ri ajtzʼibʼnel xeʼrtzʼibʼaaj kʼiy q taʼ pqyolbʼaal	qum tzʼiʼj ri rbʼajik
#qum# La señora preguntó cuanto vale la gallina	Ri ixoq xtzʼonjok jrubʼ rjil wu akʼ	"qum. ""Animal value of the rooster""."
#qum# El lazo se estiro porque se mojó	wu klobʼ xyuqpjik ataq xchnaʼnik	qum.
#qum# Sapo	La laga rtija sale cuando hay sol	qum xtzʼiʼ ri rqʼiij
#qum# El trozo ya está seco	Ri xaʼk chqiʼj chik	qum, i'm getting wet.
#qum# Para curar la tos es bueno el jengibre	Ri xenxipr utz chi kunbʼal ri qulaj	qum xbʼaʼ ri rchʼiʼj ri rkaʼybʼal
#qum# El laso lo hacen torcer con malacates	Ri klobʼ ktumxik rukʼ xweelx	qum ri rkʼiij xtzʼiij ri rkʼiij
#qum# El agua de la	Ri ryaʼl tzmeʼy utz xtqum jun ixoq rech q al ri raal xtokʼwik	qum xeʼ ri xbʼal ri rkʼiij
#qum# El borracho cuando cayó quedó de boca arriba	Ri qʼabʼreel pakʼlik xkanjik ataq xtzaqik	"qum, i. ""Evehu, as he fell, he put on his head""."
#qum# El hombre cuando se fue a traer leña no llevó su mecapal	Ri achii ataq xbʼeek chu rkʼamik siʼ qal xkʼambʼik ri rptem	qum ri rbʼaʼ ri rwiʼtjik ri rchʼaʼl
#qum# El año pasado se fundó el caserío	Junbʼer xkʼuqbʼsxik ri rwiʼ rqʼabʼ tinmit	qumme house last year.
#qum# Rech ri tinmit	Njeel jnobʼ kbʼanik ri nimaqʼʼij	qum xqʼiij ri rchʼabʼal
#qum# A la mujer le dió vahído	Ri ixoq xpe saqtqoj chriij	qum kʼoʼn chʼoʼn
#qum# El muchacho se cayó y se quebró la mano	Ri alaabʼ xtzaqik xqʼoch wu rqʼabʼ	qum, i. - The boy fell down and broke his arm.
#qum# Mi hermano apuntaló su casa	Ri wtziik xaq xchʼutij ri rchoch	qum. My brother has destroyed his house.
#qum# al otro lado del rio está la casa de Elena	Chqʼayaʼpon ri yaʼ kʼolik rchoch ri Leʼn	qum xkʼuʼj ri rkʼiij ri rkʼolik
#qum# La cola de gallo sirve para adornar	wu ekʼaʼ kchuknik chu wiqbʼal	qum wu xbʼaal
#qum# Dolor	Iwir xintzaqken ri qʼaxbʼal chaʼnbʼal ayer perdí el teléfono	qumik ri ajkʼal ri ajkʼal riij xbʼaʼ
#qum# Mi tío tiene dos hijastras	Ri wkaan kʼolik kʼeebʼ rmyaʼlbʼaal	qum.
#qum# Palo blanco	Ri saqʼuul xaq tqʼaaj kiryaʼ wiʼ, El plátano solo se da en la costa	qum ri rkaʼxbʼallik ri rxbʼal
#qum# Ayer en la tarde estuvimos en una reunión	Iwir xqʼeq xojkʼobʼik pjun molbʼeem	qum. Yesterday afternoon, we were in a meeting.
#qum# El niño se debe agarrar de la mano	Ri ajkʼaal riliil rij kyuqxik chu ri rqʼabʼ	qum: The child has to be held in his hand
#qum# El maestro lo mando a serntar al abuelo en la silla	Ri ajtiij xkʼuqbʼaʼ ri tatanool chu teem	qum.Master sends him to the chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair chair
#qum# Todos tomamos atol	Qonjeel qqum qʼoor	qum ri rchʼal ri rchʼiʼj
#qum# Dentro de un año	A qué hora nos vamos al entierro	qum xeʼ ri rchʼiʼj ri rkaʼtjik
#qum# Las frutas se ven grandes	Wu loʼn nmaq kkaʼyxik	qum xkʼeebʼ ri rkaʼyxik ri rchʼiij
#qum# El cerdo tiene mucho piojo	Ri kuch xibʼal squkʼ chriij	qum wu rkaʼyʼyxik ri rkʼoʼl
#qum# El bebé no aguantó la fiebre	Ri lochʼ qal xchʼij ri qʼaaqʼ xelul chriij	qum. Baby couldn't stand the fever.
#qum# la señorita cuando viaja en carro le da vómito	Ri aliit ataq kbʼeek pchʼiichʼ kiryaʼ xaʼw chre	qum. The lady when she travels with the carriage gives it to her.
#qum# La gente pelean por el agua	Ri winaq keʼchʼoʼ jnik chrij ri yaʼ	qum, a.k.a.
#qum# Mi papá todos los días se mantiene ocupado	Ri wjow njeel qʼiij qal jamlik	qum.Mommy.
#qum# En frente la iglesia	Chu wu jaay rech chʼabʼal kʼolik kʼeebʼ mulmik uleew	qum ri rkaʼbʼanik ri rkʼolik
#qum# el árbol quedó atravesado en el camino	Ri cheʼ qʼeʼlik xk anjik pri bʼeey	qumile.
#qum# El color de la oveja es medio negro	Ri chiij qʼeqqʼoj rkaʼybʼaal	"qum: ""R"""
#qum# Es necesario cuando tomamos el agua	Riliil riij ataq xtqum ri yaʼ nabʼeey xtrqowsxik	qum, i.e. when we drink water
#qum# La fruta se endulza con los rayos del sol	Ri rwoch tikaʼ kkiʼyrik rum wu rtun qʼiij	qumʼ ri chʼiʼl xkʼoʼn
#qum# La fruta del nopal tiene mucha espina	Ri rwoch nuxtaʼ xibʼal rkʼixil	qum qʼxikʼik ri rkaʼn
#qum# La señorita c uida al bebé	Ri aliit kiryqʼuj ri ajkʼaal	qum ri ajkʼal ri rkaʼy ri rkaʼtzʼal
#qum# En el agua encharcada hay mucho zancudo	Chpom ri yaʼ piʼlik xibʼal xaʼn	qum xbʼaal ri rbʼal ri rkaʼtzʼik
#qum# El perro ronronea cuando mira su	Ri tzʼiʼ ktzʼuʼynjik ataq kirkaʼyij wu rxoqʼjowil	qum xtzʼolik ri rbʼaal
#qum# Cuando llegamos ya estaba abierto la	Ataq xojopnik jaqlik chik ri rchiʼ jaay jroq koʼkik elqʼoom	qum, when we arrived, the door was already open.
#qum# El niño se enfermo de dearrea	Ri ajkʼaal xyabʼrik rukʼ xjir	qum ri ajkʼal ri ajkʼal
#qum# Las hormigas comen la migaja de tortilla	Ri snik ktij ri rxiʼl leej	qum ri xkʼolik ri rchʼabʼal
#qum# Los que engalanan la fiesta son las bellas mujeres	Ri kiʼ wiqnik ri nima qʼiij areʼ ri qʼus laj taq ixoq	qum.
#qum# El durazno está desabrido	Ri traas spoqʼpoj rtijik	qumlo.
#qum# La sábila es bueno para las quebraduras	Ri wiqabʼaaq kchuknik chu ri qʼajaʼ	qum qʼoʼl riij chʼuʼl
#qum# El bebé ya no pudo mamar porque se le	Ri ajkʼa al qal chik xtuʼnik rum wu xsopjik wu rqul	qum. Bebé no podía amamantar más porque le le
#qum# Todos los	Qonjeel wu ojkʼolik chu rwoch paxil nkareʼ xaq jnum ri qbʼanbʼaal	qum ri ajkʼaal xbʼiij
#qum# El m uchacho mató una ardilla con su onda	Ri alaabʼ xwiʼtaj jun kuuk rukʼ ri r chʼaabʼ	qumle. The child has killed tortoise with his wave.
#qum# La rodilla de mi hermano se quebró cuando le cayó un trozo encima	Ri rchʼeek wtziik xqʼajik ataq xtzaquul jun xaʼk chriij	qum, um, um, um, um... um... um... um... um... um... um... um... um... um... um... um... um... um... um... um... um... um... um... um... um... um... um... um... um... um... um... um... um... um... um... um... um... um... um... um... um... um... um... um... um... um... um... um... um... um... um... um... um... um... um... um... um... um...
#qum# El dor mitorio es limpio	Ri wurbʼal kchʼajchʼtik	qum xeʼ ri rchʼuʼ ri rbʼal
#qum# El carro se fue directo al barranco	Ri chʼiichʼ suukʼ xbʼeek pswon	qumqumqumqumqumqumqumqumqumqumqumqumqum
#qum# En el terreno hay varios muros	chpom ri uleew kʼiy kʼulbʼat ikʼolik	qum ri rbʼanik ri rkʼoʼj
#qum# Una vez se dice que lo más importante es el respeto	Jumul xtbʼiʼxik ke ri qatz riliil riij areʼ ri nimneem	qum. Se, se, se, se, se, se, se, se, se
#qum# El caldo salió medio salado	Ri ryaʼl iik tzeytzoj xelik	qum.
#qum# Cuando caminamos mucho los pies nos	Ataq kojbʼinik nim tʼuus keʼlik ri qqan	qummochebakebakebakebakebakebakebakebakebakebakebakebakebakebakebakamaamaamaamaamaamaamaamaamaamaamaamaamaamaamaamaamaama
#qum# Cuando desaté la pita es fácil arrollar en un olote	Ataq xinsol ri kʼaam xinbʼotzʼ chrij jun piʼq	qum ri rbʼal ri xbʼoʼl ri chaʼ ri rkʼuʼ
#qum# El chichicaste tiene mucha espina	Xibʼal rkʼixil ri yeel	qum.
#qum# Para la fiesta trabajaron dos recepcionista	Pri nimaqʼiij xeʼchuknik kʼeebʼ ulanel	qumilitojojojojojojojojojojojojojojojojojojojojojojojo
#qum# A ellos les dieron el dinero para hacer la fiesta	Chke xyoʼqik njeel ri poq chi rbʼanik ri nimaqʼiij	qum. They got the party money.
#qum# Mi sobrino es un buen hombre	Ri wkaaqʼ areʼ jun utz laj achii	qum. I mean, my firstborn is a good man.
#qum# El cuero estaá extendido en el suelo	Ri tzʼuu m likʼmaj rwoch chu uleew	qum kirbʼal ri rchʼuʼj
#qum# Por estar	Rum wu qal tzʼqaat ri rpajbʼaal ri ajkʼeynel sichaʼ xbʼeek pcheʼ	qum ri rbʼoʼl ri rchʼiʼj
#qum# El atol no se pudo tomar	Ri qʼoor qal xqumik kʼten xtewrsxik tekʼchi xjachik	qumle couldn't be taken.
#qum# Temascal	Ri wakx jurjik ri raaqʼ La vaca tiene la lengua larga	qum ri xqʼiij ri rwiʼxbʼanik
#qum# No es bueno prestar algo a alguien porque se adueña	Qal utz xtqyaʼ jun che chqoom ri wnaq kʼa krechbʼeej	qum. Ne, ne, ne, ne, ne, ne, ne, ne ne, ne, ne, ne, ne ne ne ne ne
#qum# El cuero que tiene el sentadero se	Ri tzʼuum ri kʼaʼn chu ri kʼuqulbʼal mixjarik	qum wu xbʼal ri rchʼiʼj
#qum# El hombre cuando siembra busca	Ri achii ataq kir bʼan ri awaʼn kertaqiij ajchaak chu rtoxik	qum ri kʼolik ri kʼolik ri rkaʼy
#qum# La gallina clueca se mur ió	Xkmik ri tʼuq laj akʼ	qum riij ri qʼiij ri rqʼiij
#qum# Mi mamá compró una servilleta	Ri nchuch xloqʼ jun suʼbʼal qʼabʼ	qum. My mom bought him a palette of apple
#qum# es bueno regalar dinero pero a los huérfanos	Utz xtqsipaj ri poq nuʼj chke ri mebʼaʼ	qum, pero bueno dar dinero a los orfanitos
#qum# Mi casa es de color v erde	Ri wchoch rex ri rkaʼybʼaal	qum ri ajkʼal ri rbʼal
#qum# cuando hay nube en el cielo es seña que	Ataq kʼolik muuj chukaaj retal kʼchiʼ kpetik jabʼ	qum, i.e. i.e. i.e. i.e. i.e. i.e.e. i.e.e.
#qum# Las crías de la marrana que cayero son hembras	Ri raal kuch xiʼ qajik tiʼt njeel	qum xbʼiʼj ri rbʼeybʼal ri rchʼiʼ
#qum# mi mamá lo quemó su paleta	Ri nchuch xproj ri rtkuʼl	qum.
#qum# La comida es bien ssabrosa	Ri rtibʼliil woy chetzʼini k rtijik	qum, i. I.e.
#qum# Cuando salimos al mirador el pueblo se mira bello	Ataq xojelpoon chu ri ilbʼal qʼus rkaʼyxik ri tinmit	qumayo. When we go to the viewfinder, the village has a beautiful view
#qum# El guisquil es bueno que	Wu chʼmaay utz xtktij ri ajkʼlobʼ rech xtkʼobʼik kchoqʼaabʼ	qum ri rkaʼyubʼ ri rqʼiij
#qum# Cuando se reunieron los	Ataq xkmol kiibʼ ri aloʼm xkbʼanken jun etzlaal chu ri qtikaʼ	qum, a.k.a.
#qum# Escuela	Ri wxqʼajlobʼ tarnuul chwij mi compañero viene atrás	qum xkʼoʼl ri rwiʼy ri rkaʼy
#qum# La mujer muele la pepita de ayote en la piedra de moler	Ri ixoq kirjokʼ ri skiil chu kaʼ	qum qal ri xkʼolik ri rkʼolik ri rchʼiy
#qum# El ajenjo es bueno para el dolor de estómago	Wu musmut utz chi qʼxom kʼuʼxaj	qumilil
#qum# Mi abuel o posee grandes conocimientos	Ri n tatanool nim ri retambʼal	qum xwiʼ riij xtzʼoʼj
#qum# Escama	Don Jesus se puso la camisa al revés	qum ri rqʼoʼj ri ajkʼal ri rkaʼyik
#qum# Pagar	Ri toch ʼaʼ kirtij ri rwoch nuxtaʼ el jilguero c ome la fruta de la tuna	qum ri achii xbʼiij ri rʼiʼj
#qum# el árbol es frondoso y da buena sombra	Ri cheʼ pujpik sichaʼ kiryaʼ muʼj	qum, i'm a flowering tree.
#qum# Cuando construí mi casa tuve que hacer un préstamo	ataq xinbʼan ri wchoch xinbʼan jun jloom	qum, i had to borrow for myself.
#qum# La comadreja tiene la cola larga	Ri saqtbʼiin jurjik wu rjey	qum, i.e.
#qum# Por mucha carga el carro no aguantó salir en la subida	Kʼa xaq et rchim wu chʼiichʼ xichaʼ qal xchʼij xelbʼik chu wu rujyubʼ	qum, i.e. because of the amount of cargo that the load had, the carriage could not leave the mountain
#qum# El trabajo que hace la mujer todos los	Ri rchak ri ixoq kirbʼan njeel qʼiij areʼ ri tʼisneem	qum xkʼulik ri xkʼolik
#qum# La tosferina le da a los niños	Wu jiiqʼ kiryaʼ che ri ajkʼalobʼ	qum ri rchʼiy xkʼabʼal ri rxwiʼ
#qum# La señorita se ve elegante con sus collares	Ri aliit qʼus rkaʼyxik kukʼ ri ruwaj	"qum. ""Kahen"" ""kahen"" ""kahen"" ""kahen"""
#qum# Cuando terminó la	Ataq xkʼisik ri molbʼeem ri aloʼm xiʼ tikrook chu ktzʼulxik ri altom	qum ri alaabʼ xkʼiij
#qum# La chicharra de pino tambien se usa	Wu chʼikaʼx xuqkee kchuknik chi siʼ	qum ri rchʼiʼtxik ri rbʼan
#qum# Semana	En el techo de la casa hay dos agujeros	qum ri rchʼiʼbʼanik ri rchʼiʼ
#qum# El trabajo quedó mal hecho por eso se	Ri chaak xaq che rbʼ anik sic haʼ xqtzuntzaj	qum ixoxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
#qum# El hombre salió temprano a sembrar la	Aqʼabʼ xelbʼik ri achii chi rawxik ri chnooj	qummmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm .
#qum# Hay mucho miedo al asesino Ciprés	Xibʼal xibʼaliibʼ chu ri wiʼtnel	qum ri chʼoʼchʼ ri chʼiʼj
#qum# a la señora se le quemó la piel de la mano	X kʼatik ri rtzʼumil rqʼabʼ ri ixoq	qum. The woman has burned her skin in her hand.
#qum# Cuanto ascendió la cantidad del dinero	Jrubʼ rajlaal ri poq xeʼloq	qum r rkʼaʼ ri rchʼik ri rchʼiʼj
#qum# Ya no hay venta porque se murió el dueño Bellota de arboles	Qaqchee chik ri k ʼ yeej kumu xchupik ri rxoqʼjowil	qum ri chaʼ riij chʼuʼj
#qum# La mujer fue a buscar hongo en la	Ri ixoq xbʼeek chi rtaqxik qʼaʼtzuy praal cheʼ	qumsaxbʼelʼeʼlʼtʼoʼn
#qum# De día ent raron los ladrones en la casa a robar	Paqʼiij xoʼkik ri elqʼoom pjaay elqʼnel	qumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqum
#qum# Nuestro camino se	Ri qbʼey xsukʼbʼik kumu xqjnumsaj ri qchoqʼaabʼ	qum xkʼulik ri rchʼiʼj
#qum# C uando cayó el niño le salió sangre en la nariz	Ataq xtzaqik ri ajkʼaal xelul kikʼ pirtzaʼm	qum, i'm gonna have to go.
#qum# El retrato es algo que nos recuerda	Ri wochbʼlaal areʼ jun naʼtbʼal qe	qumilil riij xbʼajbʼal
#qum# Cuando hay mucho aire el techo de la casa	Ataq xi bʼal kqʼiiqʼ ri rwiʼ jaay ktzalbʼik	qum, i.e. the roof of the house
#qum# La cria de la oveja lo amamantan porque	Ri raal chiij ktuʼnsxik kumu qal xpon rqʼij	qumilike
#qum# El gato de monte se comió todos los pollitos	Ri yaak xeʼrtij ri raa l akʼ	qumokokomookamookamookamookamookamookamoamoochamoozamoochamoochamoozamaochama
#qum# La	Ri rkʼoʼxiil ubʼooy kchuknik chu awbʼal	qum ri rbʼey ri rbʼanik ri rxʼiʼj
#qum# A la muchach a no se le nota que es tartamuda	Ri aliit qal kirkʼut saqsi tzʼeebʼ	qum. The girl doesn't realize she's dead.
#qum# El hombre mató el venado con su	Ri achii xrubʼaaj ri musaat rukʼ ri ubʼ al	qum i i i i i i i i i i i i i i i i i i i i i i i i i i i i i
#qum# la puerta de la casa se partió por el temblor	Ri rchiʼ jaay xpaqʼtjik rum ri rkabʼ rqan	qumile.
#qum# Mi hernana tiene gemelos	Ri wnobʼ yuux ri raal	qum ri kʼolik ri rkaʼyxik ri chʼool
#qum# Al perro le dio fiebre	Ri tzʼiʼ xelul qʼaaqʼ chriij	qum ri chʼiichʼ ri rchʼoʼq
#qum# El anciano ya no aguanta afeitarse	Ri tatyoox qal chik kirchʼij rjoʼxik ri rsomchiʼ	qumse. The old man can't scratch himself anymore.
#qum# Todos los trabajadores les pusieron a	Njeel ri ajchaak xeʼyoʼqook chu rpaqʼik ri uleew	qum xkʼoʼj ri rchʼoj ri rchʼul
#qum# T odos los trabajadores ayudaron para juntar la	Njeel ri ajchaak xeʼtobʼik chu rmolik ri abʼaj	qumqʼiʼl riij xkʼuʼn
#qum# La tierra se tiene que compactar bien	Wu ulee w naʼl xtzʼaqik	qum ri rkaʼj ri rchʼool ri rchʼak
#qum# El gato le dió un mordisco al pan	Ri wix kir qchʼuj ri paan	qum xeʼ ri rkʼaʼ ri rbʼeem
#qum# Cerrado	Ataq xojelbʼik qonjeel x qtzʼap ijken ri rchiʼ jaay	qum ri rkaʼyʼyxik ri rchʼiʼj
#qum# El bastó n de mi abuelo se quebró	Ri rchʼmeʼy ntatanool xq ʼajik	qum ri rkʼoʼ ri rchchʼal
#qum# La hamaca está hecha de pita de mecate	Ri abʼaʼ bʼantlik rukʼ saqkiiy	qum ri rchʼiʼ
#qum# ¿cuándo?	¿Cuánto cuesta el sombrero que compró mi mamá en la plaza	qum ri rkaʼyik ri rchʼiʼj
#qum# El hombre salió con su perro a cazar	R i achii xelbʼik rukʼ ri rtzʼiʼ chu rtaqxik ri musaat	qum xbʼiij ri ajkʼiij
#qum# El ratón ensuscio todo el maíz fracción/ pedazo	Ri chʼooy xchʼulchʼaʼ ri ixiim	qum xbʼiʼ ri rchʼiʼj
#qum# Toda la gente tienen buena ineligencia por eso están bien	Njeel ri wnaq nim ri knoʼj sichaʼ utz ikʼolik	qum, i. All men have a good inequality, so they are good
#qum# Mi mamá tuvo que	Ri nchuch xtzaltzaj ri poʼt ri xloqʼ kumu nuchʼ xkanaj chriij	qumobʼ jtzʼal ri rʼiʼl
#qum# La Guayaba se da en los barrancos	Ri keqʼ kiryaʼ ptaq ri rqan swon	qum ri rxʼabʼ ri rbʼal ri rbʼanik
#qum# Los c erdos ensuciaron la comida	Ri kuch xkchʼulchʼaʼ ri kwoy	qum kʼoʼj riij
#qum# Bejuquillo	Cuando oímos el río tumbar rápido corrimos	qum ri rkʼiʼqʼiij ri rbʼanik
#qum# Hoy va llover con granizo	Ajwiʼ xtpetik jabʼ rukʼ saqbʼuch	qum kiryaʼ ri xtzʼolik ri rbʼan
#qum# El perro se revolcaron con el coyote	Ri tzʼiʼ xkbʼalktij kiibʼ rukʼ ri sjiʼl	qum rkaʼ ri chʼoʼn
#qum# Es necesario cuando amanecemos debemos agradecer a Dios	Riliil riij ataq xkojwaʼljik xkojtyoxnik chu Ajaw	qum, i.e. i.e. i.e. i.e. i.e. i.e. i.e. i.e.e.e
#qum# Me duele el oído	Kqʼoxwik ri nxkin	qum. I'm sick of the ear.
#qum# Mi perro está acostumbrado comer chile	Ri ntzʼiʼ naqʼtlik kirtij iik	qumeh. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
#qum# En los barrancos se da mucho el helecho	Ptaq ri rqan swon kiryaʼ xibʼal ri chibʼaʼ	qum wu rchʼiyikʼ ri rkaʼyxik
#qum# El sastre fue matado por los ladrones	R i ajtʼisnel xwiʼtxik kum ri elqʼoom	qumilill cheʼeʼl cheʼn chʼoʼnchʼ chʼuʼchʼuʼ
#qum# El maestro dice a los estudiantes que guarden	Ri ajtiij xbʼ iij chke ri ajtijnel kʼotz kixkʼ olaq	qum.
#qum# Cuando le fueron a encontrar a la mujer la	Ataq xeʼriqtjaq ri ixoq juplik bʼanmajken chre	qum, i.e. when the blade was put on
#qum# Camarón	La orina apesta mucho cuando hay mucho calor	qum ri ajkʼabʼ ri rkʼoʼl ri rchʼuʼ
#qum# Mucha diversión se hizo en el parque	Nim ri kaʼy kbʼanik chu ri waʼktbʼal	qum. He had a lot of fun in the park.
#qum# El regaño es bueno enseñarles a los niños	Ri yaaj utz xttijxik chke ri ajkʼlobʼ	qum wu rchʼiʼj xbʼanik
#qum# La ardilla se terminó de comer los elotes	Wu kuuk xkʼis ri a j chtijik	qum xʼajik ri xbʼal ri rkʼoʼn
