input	reference	prediction
#qum# El borracho cuando cayó quedó de boca arriba	Ri qʼabʼreel pakʼlik xkanjik ataq xtzaqik	qum ri rkaʼy xbʼikʼik ri rchʼoʼn
#qum# El hombre cuando se fue a traer leña no llevó su mecapal	Ri achii ataq xbʼeek chu rkʼamik siʼ qal xkʼambʼik ri rptem	qum ri rqʼiʼj ri rkʼiʼxik
#qum# El año pasado se fundó el caserío	Junbʼer xkʼuqbʼsxik ri rwiʼ rqʼabʼ tinmit	qum xbʼaʼ ri r rkʼoom
#qum# Rech ri tinmit	Njeel jnobʼ kbʼanik ri nimaqʼʼij	qumpa riij riij ri rchʼiʼ
#qum# A la mujer le dió vahído	Ri ixoq xpe saqtqoj chriij	qum ri rkaʼbʼal ri rkaʼyxik
#qum# El muchacho se cayó y se quebró la mano	Ri alaabʼ xtzaqik xqʼoch wu rqʼabʼ	qum ri rkʼaʼj xkʼuum ri ri rwiʼ
#qum# Mi hermano apuntaló su casa	Ri wtziik xaq xchʼutij ri rchoch	qum ri rkaʼy ri xbʼanik ri rkaʼyxik
#qum# al otro lado del rio está la casa de Elena	Chqʼayaʼpon ri yaʼ kʼolik rchoch ri Leʼn	qum riij ri rkaʼqʼalxik ri chaak
#qum# La cola de gallo sirve para adornar	wu ekʼaʼ kchuknik chu wiqbʼal	qum ri aj Ri xtʼajbʼal ri rqʼiij
#qum# Dolor	Iwir xintzaqken ri qʼaxbʼal chaʼnbʼal ayer perdí el teléfono	qumilirex
#qum# Mi tío tiene dos hijastras	Ri wkaan kʼolik kʼeebʼ rmyaʼlbʼaal	qum ri xtzʼaqik ri rkʼaʼl
#qum# Palo blanco	Ri saqʼuul xaq tqʼaaj kiryaʼ wiʼ, El plátano solo se da en la costa	qum qʼoʼj chʼoʼj chʼoʼn chʼoʼn
#qum# Ayer en la tarde estuvimos en una reunión	Iwir xqʼeq xojkʼobʼik pjun molbʼeem	qum ri rchʼiʼ
#qum# El niño se debe agarrar de la mano	Ri ajkʼaal riliil rij kyuqxik chu ri rqʼabʼ	qum kirchbʼal ri rbʼal ri rbʼan
#qum# El maestro lo mando a serntar al abuelo en la silla	Ri ajtiij xkʼuqbʼaʼ ri tatanool chu teem	qum ri rchʼiʼ xbʼalxik ri rkaʼy
#qum# Todos tomamos atol	Qonjeel qqum qʼoor	qumʼ riʼ ri rchʼoʼn chʼuʼn
#qum# Dentro de un año	A qué hora nos vamos al entierro	qum ri chaakʼ ri rkaʼyik
#qum# Las frutas se ven grandes	Wu loʼn nmaq kkaʼyxik	qum ri kʼiʼxnik ri rbʼaʼn
#qum# El cerdo tiene mucho piojo	Ri kuch xibʼal squkʼ chriij	qum ri rkʼuʼy
#qum# El bebé no aguantó la fiebre	Ri lochʼ qal xchʼij ri qʼaaqʼ xelul chriij	qum ri ajkʼalbʼal ri rkʼoʼqʼ
#qum# la señorita cuando viaja en carro le da vómito	Ri aliit ataq kbʼeek pchʼiichʼ kiryaʼ xaʼw chre	qum ri rkʼoom ri rwiʼj ri rqʼoʼq
#qum# La gente pelean por el agua	Ri winaq keʼchʼoʼ jnik chrij ri yaʼ	qum ri rkʼoʼqʼik ri rchʼiich
#qum# Mi papá todos los días se mantiene ocupado	Ri wjow njeel qʼiij qal jamlik	qum xbʼanik ri rkʼiij
#qum# En frente la iglesia	Chu wu jaay rech chʼabʼal kʼolik kʼeebʼ mulmik uleew	qum ri rchʼiʼj ri xtʼaqʼbʼal
#qum# el árbol quedó atravesado en el camino	Ri cheʼ qʼeʼlik xk anjik pri bʼeey	qum xqʼiij ri cheʼ ri rkaʼj ri rchʼiʼ
#qum# El color de la oveja es medio negro	Ri chiij qʼeqqʼoj rkaʼybʼaal	qum ri rkʼoʼnxik rchʼiichʼ
#qum# Es necesario cuando tomamos el agua	Riliil riij ataq xtqum ri yaʼ nabʼeey xtrqowsxik	qum ri rkʼaal ri rqʼabʼal
#qum# La fruta se endulza con los rayos del sol	Ri rwoch tikaʼ kkiʼyrik rum wu rtun qʼiij	qum ri achii xqʼolik ri rwiʼ
#qum# La fruta del nopal tiene mucha espina	Ri rwoch nuxtaʼ xibʼal rkʼixil	qum ri chaakʼ ri rkaʼyxik ri rchʼiich
#qum# La señorita c uida al bebé	Ri aliit kiryqʼuj ri ajkʼaal	qum ri rchʼiʼj ri rqʼoʼy
#qum# En el agua encharcada hay mucho zancudo	Chpom ri yaʼ piʼlik xibʼal xaʼn	qum ri rkʼoʼnchaʼ ri rkaʼqʼiyik
#qum# El perro ronronea cuando mira su	Ri tzʼiʼ ktzʼuʼynjik ataq kirkaʼyij wu rxoqʼjowil	qum ri ajkʼal ri rtiʼyxik
#qum# Cuando llegamos ya estaba abierto la	Ataq xojopnik jaqlik chik ri rchiʼ jaay jroq koʼkik elqʼoom	qum kirchʼik ri chaakʼ riij riij
#qum# El niño se enfermo de dearrea	Ri ajkʼaal xyabʼrik rukʼ xjir	qum kʼolik ri rbʼal
#qum# Las hormigas comen la migaja de tortilla	Ri snik ktij ri rxiʼl leej	qum ri rchʼiʼj riij ri rkaʼbʼal
#qum# Los que engalanan la fiesta son las bellas mujeres	Ri kiʼ wiqnik ri nima qʼiij areʼ ri qʼus laj taq ixoq	qum ri rchʼiichʼ ri chaak
#qum# El durazno está desabrido	Ri traas spoqʼpoj rtijik	qum ri rtziim ri rkaʼyxik ri rkaʼqʼik
#qum# La sábila es bueno para las quebraduras	Ri wiqabʼaaq kchuknik chu ri qʼajaʼ	qum kirbʼal ri kʼolik ri rkaʼbʼal
#qum# El bebé ya no pudo mamar porque se le	Ri ajkʼa al qal chik xtuʼnik rum wu xsopjik wu rqul	qum ri rchʼiichʼ ri rchʼuʼj
#qum# Todos los	Qonjeel wu ojkʼolik chu rwoch paxil nkareʼ xaq jnum ri qbʼanbʼaal	qum exoqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq
#qum# El m uchacho mató una ardilla con su onda	Ri alaabʼ xwiʼtaj jun kuuk rukʼ ri r chʼaabʼ	qum ri ajwiʼ xtzʼajbʼal ri rbʼan
#qum# La rodilla de mi hermano se quebró cuando le cayó un trozo encima	Ri rchʼeek wtziik xqʼajik ataq xtzaquul jun xaʼk chriij	qum ri rchʼuʼj
#qum# El dor mitorio es limpio	Ri wurbʼal kchʼajchʼtik	qumobobobobobobobobobobobobobobobobobobobobobobobobobobobobobobobobobobobobobobobobobobobobobobobobobobobobobamoamoamoamoamoamoamoamoamoamoamoamoamoamoamoamoamoamoamoamoamoamoamoamoamoamoamoamoamoamoamoamoamoamoamoamoamoamoamoamoamoamoamoamoamoamoamoamo
#qum# El carro se fue directo al barranco	Ri chʼiichʼ suukʼ xbʼeek pswon	qum ri rkaʼyxik ri rkaʼyx
#qum# En el terreno hay varios muros	chpom ri uleew kʼiy kʼulbʼat ikʼolik	qum ri xkʼoʼl ri ri rchʼiʼ
#qum# Una vez se dice que lo más importante es el respeto	Jumul xtbʼiʼxik ke ri qatz riliil riij areʼ ri nimneem	qum ri xtzʼaqʼ xtʼoʼn xtzʼaqik
#qum# El caldo salió medio salado	Ri ryaʼl iik tzeytzoj xelik	qum ri rkaʼyukʼ ri rchʼiʼ
#qum# Cuando caminamos mucho los pies nos	Ataq kojbʼinik nim tʼuus keʼlik ri qqan	qum ri rkaʼqʼabʼ ri rkaʼyxik ri rkaʼy
#qum# Cuando desaté la pita es fácil arrollar en un olote	Ataq xinsol ri kʼaam xinbʼotzʼ chrij jun piʼq	qum wu rchʼiij ri xtzʼaqik ri rbʼan
#qum# El chichicaste tiene mucha espina	Xibʼal rkʼixil ri yeel	qum ri rkaʼyxik ri rkaʼy
#qum# Para la fiesta trabajaron dos recepcionista	Pri nimaqʼiij xeʼchuknik kʼeebʼ ulanel	qum ri rkʼoʼqʼabʼ
#qum# A ellos les dieron el dinero para hacer la fiesta	Chke xyoʼqik njeel ri poq chi rbʼanik ri nimaqʼiij	qum ri rbʼal ri rkaʼyxik ri rqʼabʼ
#qum# Mi sobrino es un buen hombre	Ri wkaaqʼ areʼ jun utz laj achii	qum xkʼiij ri achii xtbʼanik
#qum# El cuero estaá extendido en el suelo	Ri tzʼuu m likʼmaj rwoch chu uleew	qum ri rkaʼy ri rchʼaqʼ
#qum# Por estar	Rum wu qal tzʼqaat ri rpajbʼaal ri ajkʼeynel sichaʼ xbʼeek pcheʼ	qumuruuruq toʼqʼoʼn ri rqʼuʼn
#qum# El atol no se pudo tomar	Ri qʼoor qal xqumik kʼten xtewrsxik tekʼchi xjachik	qum kʼelik ri rkaʼ ri rkaʼyxik ri rbʼal
#qum# Temascal	Ri wakx jurjik ri raaqʼ La vaca tiene la lengua larga	qum ri rkaʼy ri rqʼiij
#qum# No es bueno prestar algo a alguien porque se adueña	Qal utz xtqyaʼ jun che chqoom ri wnaq kʼa krechbʼeej	qum kiryoch ri chaʼn xtʼik ri rchʼuʼ
#qum# El cuero que tiene el sentadero se	Ri tzʼuum ri kʼaʼn chu ri kʼuqulbʼal mixjarik	qum ri rbʼaal ri rkaʼxbʼal
#qum# El hombre cuando siembra busca	Ri achii ataq kir bʼan ri awaʼn kertaqiij ajchaak chu rtoxik	qum ri ajkʼulul ri rbʼaal
#qum# La gallina clueca se mur ió	Xkmik ri tʼuq laj akʼ	qum ri rkʼiʼ ri rkaʼbʼal
#qum# Mi mamá compró una servilleta	Ri nchuch xloqʼ jun suʼbʼal qʼabʼ	qum wu rtijnik ri rqʼoʼl ri rchʼiʼ
#qum# es bueno regalar dinero pero a los huérfanos	Utz xtqsipaj ri poq nuʼj chke ri mebʼaʼ	qum ri ajkʼal ri rbʼaʼxik ri rchbʼal
#qum# Mi casa es de color v erde	Ri wchoch rex ri rkaʼybʼaal	qum ri rkʼoʼqʼal ri ajkʼoʼl
#qum# cuando hay nube en el cielo es seña que	Ataq kʼolik muuj chukaaj retal kʼchiʼ kpetik jabʼ	qum ri xkʼolik ri rkʼal kʼolik
#qum# Las crías de la marrana que cayero son hembras	Ri raal kuch xiʼ qajik tiʼt njeel	qum ri xbʼan riij xtzʼalbʼal ri chaak ri xtzʼoʼ
#qum# mi mamá lo quemó su paleta	Ri nchuch xproj ri rtkuʼl	qum ri ajkʼaal ri rkʼoʼy
#qum# La comida es bien ssabrosa	Ri rtibʼliil woy chetzʼini k rtijik	qum xkʼiʼn ri xtbʼik ri ajkʼaʼ
#qum# Cuando salimos al mirador el pueblo se mira bello	Ataq xojelpoon chu ri ilbʼal qʼus rkaʼyxik ri tinmit	qum wu rwiʼy ri rkaʼbʼal ri rkaʼy
#qum# El guisquil es bueno que	Wu chʼmaay utz xtktij ri ajkʼlobʼ rech xtkʼobʼik kchoqʼaabʼ	qum ri rkaʼy riij ri rchʼul
#qum# Cuando se reunieron los	Ataq xkmol kiibʼ ri aloʼm xkbʼanken jun etzlaal chu ri qtikaʼ	qum ri ajkʼal ri rkaʼiij
#qum# Escuela	Ri wxqʼajlobʼ tarnuul chwij mi compañero viene atrás	qumamam
#qum# La mujer muele la pepita de ayote en la piedra de moler	Ri ixoq kirjokʼ ri skiil chu kaʼ	qum xʼiij ri ajbʼal ri ajkʼaʼy
#qum# El ajenjo es bueno para el dolor de estómago	Wu musmut utz chi qʼxom kʼuʼxaj	qum ri rkaʼbʼik ri rqʼoʼl
#qum# Mi abuel o posee grandes conocimientos	Ri n tatanool nim ri retambʼal	qum ri rchoqʼ ri rchʼiʼj ri rchchʼiʼ
#qum# Escama	Don Jesus se puso la camisa al revés	qumsaqaqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq
#qum# Pagar	Ri toch ʼaʼ kirtij ri rwoch nuxtaʼ el jilguero c ome la fruta de la tuna	qumsaʼ riʼ ri riʼchʼ riʼ riʼ riʼchʼuʼ riʼchʼ riʼ
#qum# el árbol es frondoso y da buena sombra	Ri cheʼ pujpik sichaʼ kiryaʼ muʼj	qum ri ajkʼal ri xbʼan ri rchʼbʼal
#qum# Cuando construí mi casa tuve que hacer un préstamo	ataq xinbʼan ri wchoch xinbʼan jun jloom	qum ri xbʼaal ri rchchbʼanik ri rkaʼbʼal
#qum# La comadreja tiene la cola larga	Ri saqtbʼiin jurjik wu rjey	qum ri rkaʼj ri xbʼal ri rbʼanik
#qum# Por mucha carga el carro no aguantó salir en la subida	Kʼa xaq et rchim wu chʼiichʼ xichaʼ qal xchʼij xelbʼik chu wu rujyubʼ	qum ri rkaʼyxik ri chaak
#qum# El trabajo que hace la mujer todos los	Ri rchak ri ixoq kirbʼan njeel qʼiij areʼ ri tʼisneem	qum xkʼanbʼal ri ajkʼalbʼal ri rchʼiʼ
#qum# La tosferina le da a los niños	Wu jiiqʼ kiryaʼ che ri ajkʼalobʼ	qum ri xkʼoʼj ri rchbʼal ri rchbʼal
#qum# La señorita se ve elegante con sus collares	Ri aliit qʼus rkaʼyxik kukʼ ri ruwaj	qum ri rkʼaʼx ri r rqʼiij
#qum# Cuando terminó la	Ataq xkʼisik ri molbʼeem ri aloʼm xiʼ tikrook chu ktzʼulxik ri altom	qum ri rtzʼiij riij xtzʼaq riij
#qum# La chicharra de pino tambien se usa	Wu chʼikaʼx xuqkee kchuknik chi siʼ	qum ri ajkʼal ri rchʼaqʼ ri rkaʼxik
#qum# Semana	En el techo de la casa hay dos agujeros	qumehim
#qum# El trabajo quedó mal hecho por eso se	Ri chaak xaq che rbʼ anik sic haʼ xqtzuntzaj	qum ri rkʼaʼqʼal ri rbʼaal
#qum# El hombre salió temprano a sembrar la	Aqʼabʼ xelbʼik ri achii chi rawxik ri chnooj	qum ri akʼ xkʼiij ri rkiʼtzʼal
#qum# Hay mucho miedo al asesino Ciprés	Xibʼal xibʼaliibʼ chu ri wiʼtnel	qum ri rkʼiʼj ri rkaʼy ri rqʼiij
#qum# a la señora se le quemó la piel de la mano	X kʼatik ri rtzʼumil rqʼabʼ ri ixoq	qum ri rbʼaʼl ri rkaʼqʼal ri rkaʼj
#qum# Cuanto ascendió la cantidad del dinero	Jrubʼ rajlaal ri poq xeʼloq	qum ri rxʼiʼx xkʼolik
#qum# Ya no hay venta porque se murió el dueño Bellota de arboles	Qaqchee chik ri k ʼ yeej kumu xchupik ri rxoqʼjowil	qum ri rkaʼyxik ri rqʼiij
#qum# La mujer fue a buscar hongo en la	Ri ixoq xbʼeek chi rtaqxik qʼaʼtzuy praal cheʼ	qum ri rkʼabʼal ri rqʼiij
#qum# De día ent raron los ladrones en la casa a robar	Paqʼiij xoʼkik ri elqʼoom pjaay elqʼnel	qum wu rkʼaʼy xtʼikʼik ri rchʼiʼ
#qum# Nuestro camino se	Ri qbʼey xsukʼbʼik kumu xqjnumsaj ri qchoqʼaabʼ	qum ri alaabʼ xkʼoʼqʼik ri rchʼoʼqʼik
#qum# C uando cayó el niño le salió sangre en la nariz	Ataq xtzaqik ri ajkʼaal xelul kikʼ pirtzaʼm	qum xbʼal ri ri xbʼanik ri ajkʼalulul
#qum# El retrato es algo que nos recuerda	Ri wochbʼlaal areʼ jun naʼtbʼal qe	qum ri rkaʼyxʼal ri rqʼiij
#qum# Cuando hay mucho aire el techo de la casa	Ataq xi bʼal kqʼiiqʼ ri rwiʼ jaay ktzalbʼik	qum ri rchʼiichʼ
#qum# La cria de la oveja lo amamantan porque	Ri raal chiij ktuʼnsxik kumu qal xpon rqʼij	qum ri rchʼiʼ ri rkaʼy
#qum# El gato de monte se comió todos los pollitos	Ri yaak xeʼrtij ri raa l akʼ	qum ri rkaʼyqʼabʼ ri rkaʼy
#qum# La	Ri rkʼoʼxiil ubʼooy kchuknik chu awbʼal	qumehehamehamehamehamehamehameham
#qum# A la muchach a no se le nota que es tartamuda	Ri aliit qal kirkʼut saqsi tzʼeebʼ	qum ri ajkʼaal
#qum# El hombre mató el venado con su	Ri achii xrubʼaaj ri musaat rukʼ ri ubʼ al	qum ri ali quʼ riij
#qum# la puerta de la casa se partió por el temblor	Ri rchiʼ jaay xpaqʼtjik rum ri rkabʼ rqan	qum ri ajkʼaʼ ri rkaʼbʼal
#qum# Mi hernana tiene gemelos	Ri wnobʼ yuux ri raal	qum ri rchʼuʼjbʼal ri rchʼiʼ
#qum# Al perro le dio fiebre	Ri tzʼiʼ xelul qʼaaqʼ chriij	qum ri rchʼiʼj ri rkaʼyxik
#qum# El anciano ya no aguanta afeitarse	Ri tatyoox qal chik kirchʼij rjoʼxik ri rsomchiʼ	qum ri rkaʼy xkʼiij
#qum# Todos los trabajadores les pusieron a	Njeel ri ajchaak xeʼyoʼqook chu rpaqʼik ri uleew	qum ri rkʼaʼbʼal ri rkaʼy
#qum# T odos los trabajadores ayudaron para juntar la	Njeel ri ajchaak xeʼtobʼik chu rmolik ri abʼaj	qum ri rxbʼanik ri rkʼoʼx
#qum# La tierra se tiene que compactar bien	Wu ulee w naʼl xtzʼaqik	qum ri rkaʼyxik ri rchʼiʼ
#qum# El gato le dió un mordisco al pan	Ri wix kir qchʼuj ri paan	qum ri rchʼiʼbʼan
#qum# Cerrado	Ataq xojelbʼik qonjeel x qtzʼap ijken ri rchiʼ jaay	qum ri rʼiʼ ri rchʼiʼ ri rchʼiʼj
#qum# El bastó n de mi abuelo se quebró	Ri rchʼmeʼy ntatanool xq ʼajik	qum ri rkaʼyxʼaqʼ xtʼaʼx
#qum# La hamaca está hecha de pita de mecate	Ri abʼaʼ bʼantlik rukʼ saqkiiy	qum ri rkaʼy ri rkʼalbʼal
#qum# ¿cuándo?	¿Cuánto cuesta el sombrero que compró mi mamá en la plaza	qum ri ajkʼool
#qum# El hombre salió con su perro a cazar	R i achii xelbʼik rukʼ ri rtzʼiʼ chu rtaqxik ri musaat	qum ri chaak riij riij ri ajkʼaal
#qum# El ratón ensuscio todo el maíz fracción/ pedazo	Ri chʼooy xchʼulchʼaʼ ri ixiim	qum kirbʼal ri xbʼanik ri rchʼiichʼ
#qum# Toda la gente tienen buena ineligencia por eso están bien	Njeel ri wnaq nim ri knoʼj sichaʼ utz ikʼolik	qumnik ri rkaʼj riij riij
#qum# Mi mamá tuvo que	Ri nchuch xtzaltzaj ri poʼt ri xloqʼ kumu nuchʼ xkanaj chriij	qum ri ajkʼaal
#qum# La Guayaba se da en los barrancos	Ri keqʼ kiryaʼ ptaq ri rqan swon	qum ri rkaʼyʼaj ri rqʼoʼqʼik
#qum# Los c erdos ensuciaron la comida	Ri kuch xkchʼulchʼaʼ ri kwoy	qum ri rqʼiy ri rkaʼyʼqʼiij
#qum# Bejuquillo	Cuando oímos el río tumbar rápido corrimos	qum ri rkaʼyik ri rkaʼbʼal
#qum# Hoy va llover con granizo	Ajwiʼ xtpetik jabʼ rukʼ saqbʼuch	qum ku ku ku ku ku ku ku ku ku ku ku ku ku ku ku ku ku ku ku ku ku ku ku ku ku ku ku ku ku
#qum# El perro se revolcaron con el coyote	Ri tzʼiʼ xkbʼalktij kiibʼ rukʼ ri sjiʼl	qum ri rkʼoʼq xbʼanik ri rchʼiʼ
#qum# Es necesario cuando amanecemos debemos agradecer a Dios	Riliil riij ataq xkojwaʼljik xkojtyoxnik chu Ajaw	qum ri rkaʼy riij ri rkaʼyxik
#qum# Me duele el oído	Kqʼoxwik ri nxkin	qum ri rchʼiichʼ ri rchʼiʼ
#qum# Mi perro está acostumbrado comer chile	Ri ntzʼiʼ naqʼtlik kirtij iik	qum xtzʼiʼj ri kʼolik
#qum# En los barrancos se da mucho el helecho	Ptaq ri rqan swon kiryaʼ xibʼal ri chibʼaʼ	qum wu xbʼal ri rchʼiʼ
#qum# El sastre fue matado por los ladrones	R i ajtʼisnel xwiʼtxik kum ri elqʼoom	qum ri rqʼoʼl riij
#qum# El maestro dice a los estudiantes que guarden	Ri ajtiij xbʼ iij chke ri ajtijnel kʼotz kixkʼ olaq	qum ri chaakʼ ri xʼaqʼal
#qum# Cuando le fueron a encontrar a la mujer la	Ataq xeʼriqtjaq ri ixoq juplik bʼanmajken chre	qumʼ ri rkaʼyʼbʼanik ri rchʼiʼj
#qum# Camarón	La orina apesta mucho cuando hay mucho calor	qum kumbu kumbu kumbu kumbu kumbu
#qum# Mucha diversión se hizo en el parque	Nim ri kaʼy kbʼanik chu ri waʼktbʼal	qum riij xchʼuʼl ri rkʼaʼ
#qum# El regaño es bueno enseñarles a los niños	Ri yaaj utz xttijxik chke ri ajkʼlobʼ	qum kʼiij ri rkaʼybʼal
#qum# La ardilla se terminó de comer los elotes	Wu kuuk xkʼis ri a j chtijik	qum ri rkaʼbʼanik
