input	reference	prediction
Ri ixoq xpe saqtqoj chriij	#qum# A la mujer le dió vahído	
Ri alaabʼ xtzaqik xqʼoch wu rqʼabʼ	#qum# El muchacho se cayó y se quebró la mano	Ri alaabʼ xtzaqik xqʼoch wu rqʼabʼ
Ri wtziik xaq xchʼutij ri rchoch	#qum# Mi hermano apuntaló su casa	                                                                                                  
Chqʼayaʼpon ri yaʼ kʼolik rchoch ri Leʼn	#qum# al otro lado del rio está la casa de Elena	                                                                                                  
wu ekʼaʼ kchuknik chu wiqbʼal	#qum# La cola de gallo sirve para adornar	                                                                                                  
Iwir xintzaqken ri qʼaxbʼal chaʼnbʼal ayer perdí el teléfono	#qum# Dolor	Iwir xintzaqken ri qʼaxbʼal chaʼnbʼal ayer perdí el teléfono
Ri wkaan kʼolik kʼeebʼ rmyaʼlbʼaal	#qum# Mi tío tiene dos hijastras	Ri wkaan kʼolik kʼeebʼ rmyaʼlbʼaal
Ri saqʼuul xaq tqʼaaj kiryaʼ wiʼ, El plátano solo se da en la costa	#qum# Palo blanco	Ri saqʼuul xaq tqʼaaj kiryaʼ wiʼ, El plátano solo se da en la costa
Iwir xqʼeq xojkʼobʼik pjun molbʼeem	#qum# Ayer en la tarde estuvimos en una reunión	Iwir xqʼeq xojkʼobʼik pjun molbʼeem
Ri ajkʼaal riliil rij kyuqxik chu ri rqʼabʼ	#qum# El niño se debe agarrar de la mano	                                                                                                  
Ri ajtiij xkʼuqbʼaʼ ri tatanool chu teem	#qum# El maestro lo mando a serntar al abuelo en la silla	                                                                                                  
Qonjeel qqum qʼoor	#qum# Todos tomamos atol	
A qué hora nos vamos al entierro	#qum# Dentro de un año	A qué hora nos vamos al entierro
Wu loʼn nmaq kkaʼyxik	#qum# Las frutas se ven grandes	Wu loʼn nmaq kkaʼyxik
Ri kuch xibʼal squkʼ chriij	#qum# El cerdo tiene mucho piojo	Ri kuch xibʼal squkʼ kriij
Ri lochʼ qal xchʼij ri qʼaaqʼ xelul chriij	#qum# El bebé no aguantó la fiebre	Ri lochʼ qal xchʼij ri qʼaaqʼ xelul kriij
Ri aliit ataq kbʼeek pchʼiichʼ kiryaʼ xaʼw chre	#qum# la señorita cuando viaja en carro le da vómito	Ri aliit ataq kbʼeek pʼiichʼ kiryaʼ xaʼw kré
Ri winaq keʼchʼoʼ jnik chrij ri yaʼ	#qum# La gente pelean por el agua	Ri winaq keʼchʼoʼ jnik kri ri yaʼ
Ri wjow njeel qʼiij qal jamlik	#qum# Mi papá todos los días se mantiene ocupado	Ri wjow njeel qʼiij qal jamlik
Chu wu jaay rech chʼabʼal kʼolik kʼeebʼ mulmik uleew	#qum# En frente la iglesia	Chu wu jaay rech chʼabʼal kʼolik kʼeebʼ mulmik uleew
Ri cheʼ qʼeʼlik xk anjik pri bʼeey	#qum# el árbol quedó atravesado en el camino	Ri che e lik xk anjik pri bey
Ri chiij qʼeqqʼoj rkaʼybʼaal	#qum# El color de la oveja es medio negro	Ri chiij qʼeqqʼoj rkaʼybʼaal
Riliil riij ataq xtqum ri yaʼ nabʼeey xtrqowsxik	#qum# Es necesario cuando tomamos el agua	Riliil riij ataq xtqum ri yaʼ nabʼeey xtrqowsxik
Ri rwoch tikaʼ kkiʼyrik rum wu rtun qʼiij	#qum# La fruta se endulza con los rayos del sol	R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R
Ri rwoch nuxtaʼ xibʼal rkʼixil	#qum# La fruta del nopal tiene mucha espina	R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R
Ri aliit kiryqʼuj ri ajkʼaal	#qum# La señorita c uida al bebé	                                                                                                  
Chpom ri yaʼ piʼlik xibʼal xaʼn	#qum# En el agua encharcada hay mucho zancudo	pm ri ya pilik xibal xan
Ri tzʼiʼ ktzʼuʼynjik ataq kirkaʼyij wu rxoqʼjowil	#qum# El perro ronronea cuando mira su	                                                                                                  
Ataq xojopnik jaqlik chik ri rchiʼ jaay jroq koʼkik elqʼoom	#qum# Cuando llegamos ya estaba abierto la	Ataq xojopnik jaqlik chik ri rchiʼ jaay jroq koʼkik elqʼoom
Ri ajkʼaal xyabʼrik rukʼ xjir	#qum# El niño se enfermo de dearrea	Ri ajkʼaal xyabʼrik rukʼ xjir
Ri snik ktij ri rxiʼl leej	#qum# Las hormigas comen la migaja de tortilla	
Ri kiʼ wiqnik ri nima qʼiij areʼ ri qʼus laj taq ixoq	#qum# Los que engalanan la fiesta son las bellas mujeres	Ri kiʼ wiqnik ri nima qʼiij areʼ ri qʼus laj taq ixoq
Ri traas spoqʼpoj rtijik	#qum# El durazno está desabrido	                                                                                                  
Ri wiqabʼaaq kchuknik chu ri qʼajaʼ	#qum# La sábila es bueno para las quebraduras	                                                                                                  
Ri ajkʼa al qal chik xtuʼnik rum wu xsopjik wu rqul	#qum# El bebé ya no pudo mamar porque se le	Ri ajkʼa al qal chik xtuʼnik rum wu xsopjik wu rqul
Qonjeel wu ojkʼolik chu rwoch paxil nkareʼ xaq jnum ri qbʼanbʼaal	#qum# Todos los	
Ri alaabʼ xwiʼtaj jun kuuk rukʼ ri r chʼaabʼ	#qum# El m uchacho mató una ardilla con su onda	                                                                                                  
Ri rchʼeek wtziik xqʼajik ataq xtzaquul jun xaʼk chriij	#qum# La rodilla de mi hermano se quebró cuando le cayó un trozo encima	                                                                                                  
Ri wurbʼal kchʼajchʼtik	#qum# El dor mitorio es limpio	Ri wurbʼal kʼajchʼtik
Ri chʼiichʼ suukʼ xbʼeek pswon	#qum# El carro se fue directo al barranco	Ri i suuk xbek pswon
chpom ri uleew kʼiy kʼulbʼat ikʼolik	#qum# En el terreno hay varios muros	pm ri uleew kiy kulbat ikolik
Jumul xtbʼiʼxik ke ri qatz riliil riij areʼ ri nimneem	#qum# Una vez se dice que lo más importante es el respeto	Jumul xtʼiʼxik ke ri qatz riliil riij are ri nimneem
Ri ryaʼl iik tzeytzoj xelik	#qum# El caldo salió medio salado	Ri ryaʼl iik tzeytzoj xelik
Ataq kojbʼinik nim tʼuus keʼlik ri qqan	#qum# Cuando caminamos mucho los pies nos	Ataq kojbʼinik nim tʼuus keʼlik ri qqan
Ataq xinsol ri kʼaam xinbʼotzʼ chrij jun piʼq	#qum# Cuando desaté la pita es fácil arrollar en un olote	                                                                                                  
Xibʼal rkʼixil ri yeel	#qum# El chichicaste tiene mucha espina	Xibʼal rkʼixil ri yeel
Pri nimaqʼiij xeʼchuknik kʼeebʼ ulanel	#qum# Para la fiesta trabajaron dos recepcionista	Pri nimaqʼiij xeʼchuknik kʼeebʼ ulanel
Chke xyoʼqik njeel ri poq chi rbʼanik ri nimaqʼiij	#qum# A ellos les dieron el dinero para hacer la fiesta	                                                                                                  
Ri wkaaqʼ areʼ jun utz laj achii	#qum# Mi sobrino es un buen hombre	Ri wkaaqʼ areʼ jun utz laj achii
Ri tzʼuu m likʼmaj rwoch chu uleew	#qum# El cuero estaá extendido en el suelo	R
Rum wu qal tzʼqaat ri rpajbʼaal ri ajkʼeynel sichaʼ xbʼeek pcheʼ	#qum# Por estar	Rum wu qal tz'qaat ri rpajb'aal ri ajk'eynel sicha' xb'eek pche'
Ri qʼoor qal xqumik kʼten xtewrsxik tekʼchi xjachik	#qum# El atol no se pudo tomar	Ri qʼoor qal xqumik kʼten xtewrsxik tekʼchi xjachik
Ri wakx jurjik ri raaqʼ La vaca tiene la lengua larga	#qum# Temascal	                                                                                                  
Qal utz xtqyaʼ jun che chqoom ri wnaq kʼa krechbʼeej	#qum# No es bueno prestar algo a alguien porque se adueña	Qal utz xtqyaʼ jun che chqoom ri wnaq kʼa krechbʼeej
Ri tzʼuum ri kʼaʼn chu ri kʼuqulbʼal mixjarik	#qum# El cuero que tiene el sentadero se	                                                                                                  
Ri achii ataq kir bʼan ri awaʼn kertaqiij ajchaak chu rtoxik	#qum# El hombre cuando siembra busca	                                                                                                  
Xkmik ri tʼuq laj akʼ	#qum# La gallina clueca se mur ió	                                                                                                  
Ri nchuch xloqʼ jun suʼbʼal qʼabʼ	#qum# Mi mamá compró una servilleta	Ri nchuch xloqʼ jun suʼbʼal qʼabʼ
Utz xtqsipaj ri poq nuʼj chke ri mebʼaʼ	#qum# es bueno regalar dinero pero a los huérfanos	Uzz xtqsipaj ri poq nuʼj chke ri mebʼaʼ
Ri wchoch rex ri rkaʼybʼaal	#qum# Mi casa es de color v erde	                                                                                                  
Ataq kʼolik muuj chukaaj retal kʼchiʼ kpetik jabʼ	#qum# cuando hay nube en el cielo es seña que	Ataq kʼolik muuj chukaaj retal kʼchiʼ kpetik jabʼ
Ri raal kuch xiʼ qajik tiʼt njeel	#qum# Las crías de la marrana que cayero son hembras	Ri raal kuch xi' qajik ti't njeel
Ri nchuch xproj ri rtkuʼl	#qum# mi mamá lo quemó su paleta	
Ri rtibʼliil woy chetzʼini k rtijik	#qum# La comida es bien ssabrosa	Rtibʼliil woy chetzʼini kʼrtijik
Ataq xojelpoon chu ri ilbʼal qʼus rkaʼyxik ri tinmit	#qum# Cuando salimos al mirador el pueblo se mira bello	Ataq xojelpoon chu ri ilbʼal qʼus rkaʼyxik ri tinmit
Wu chʼmaay utz xtktij ri ajkʼlobʼ rech xtkʼobʼik kchoqʼaabʼ	#qum# El guisquil es bueno que	Wu maay z tktij ri ajkʼlobʼ rech xtkʼobʼik kchoqʼaabʼ
Ataq xkmol kiibʼ ri aloʼm xkbʼanken jun etzlaal chu ri qtikaʼ	#qum# Cuando se reunieron los	                                                                                                  
Ri wxqʼajlobʼ tarnuul chwij mi compañero viene atrás	#qum# Escuela	Ri wxqʼajlobʼ tarnuul chwij mi compañero viene atrás
Ri ixoq kirjokʼ ri skiil chu kaʼ	#qum# La mujer muele la pepita de ayote en la piedra de moler	                                                                                                  
Wu musmut utz chi qʼxom kʼuʼxaj	#qum# El ajenjo es bueno para el dolor de estómago	Wu musmut utz chi qʼxom kʼuʼxaj
Ri n tatanool nim ri retambʼal	#qum# Mi abuel o posee grandes conocimientos	
Don Jesus se puso la camisa al revés	#qum# Escama	Don Jesus se puso la camisa al revés
Ri toch ʼaʼ kirtij ri rwoch nuxtaʼ el jilguero c ome la fruta de la tuna	#qum# Pagar	                                                                                                  
Ri cheʼ pujpik sichaʼ kiryaʼ muʼj	#qum# el árbol es frondoso y da buena sombra	Ri cheʼ pujpik sichaʼ kiryaʼ muʼj
ataq xinbʼan ri wchoch xinbʼan jun jloom	#qum# Cuando construí mi casa tuve que hacer un préstamo	                                                                                                  
Ri saqtbʼiin jurjik wu rjey	#qum# La comadreja tiene la cola larga	                                                                                                  
Kʼa xaq et rchim wu chʼiichʼ xichaʼ qal xchʼij xelbʼik chu wu rujyubʼ	#qum# Por mucha carga el carro no aguantó salir en la subida	Kʼa xaq et rchim wu iich iich iich iich iich iich iich iich iich iich iich iich iich iich iich iich iich iich iich iich iich iich iich iich iich iich iich iich iich iich iich iich iich iich iich iich iich iich iich iich iich iich iich iich iich iich iich 
Ri rchak ri ixoq kirbʼan njeel qʼiij areʼ ri tʼisneem	#qum# El trabajo que hace la mujer todos los	Rchkrkrnrnrnrnrnrnrnrnrnrnrnrnrnrnrnrnrnrnrnrnrnrnrnrnrnrnrnrnrnrnrnrnrnrnrnrnrnrnrnrnrnrnrnrnrnrnrn
Wu jiiqʼ kiryaʼ che ri ajkʼalobʼ	#qum# La tosferina le da a los niños	Wu jiiqʼ kiryaʼ che ri ajkʼalobʼ
Ri aliit qʼus rkaʼyxik kukʼ ri ruwaj	#qum# La señorita se ve elegante con sus collares	Ri aliit qʼus rkaʼyxik kukʼri ruwaj
Ataq xkʼisik ri molbʼeem ri aloʼm xiʼ tikrook chu ktzʼulxik ri altom	#qum# Cuando terminó la	                                                                                                  
Wu chʼikaʼx xuqkee kchuknik chi siʼ	#qum# La chicharra de pino tambien se usa	Wu ikax xuqkee kchuknik chi si
En el techo de la casa hay dos agujeros	#qum# Semana	En el techo de la casa hay dos agujeros
Ri chaak xaq che rbʼ anik sic haʼ xqtzuntzaj	#qum# El trabajo quedó mal hecho por eso se	Ri chaak  right  that rbʼ anik sic ha  xqtzuntzaj
Aqʼabʼ xelbʼik ri achii chi rawxik ri chnooj	#qum# El hombre salió temprano a sembrar la	                                                                                                  
Xibʼal xibʼaliibʼ chu ri wiʼtnel	#qum# Hay mucho miedo al asesino Ciprés	Xibʼal xibʼaliibʼ chu ri wiʼtnel
X kʼatik ri rtzʼumil rqʼabʼ ri ixoq	#qum# a la señora se le quemó la piel de la mano	x kʼatik ri rtzʼumil rqʼabʼ ri ixoq
Jrubʼ rajlaal ri poq xeʼloq	#qum# Cuanto ascendió la cantidad del dinero	                                                                                                  
Qaqchee chik ri k ʼ yeej kumu xchupik ri rxoqʼjowil	#qum# Ya no hay venta porque se murió el dueño Bellota de arboles	Qaqchee chik ri kʼej kumu xchupik ri rxoqʼjowil
Ri ixoq xbʼeek chi rtaqxik qʼaʼtzuy praal cheʼ	#qum# La mujer fue a buscar hongo en la	                                                                                                  
Paqʼiij xoʼkik ri elqʼoom pjaay elqʼnel	#qum# De día ent raron los ladrones en la casa a robar	Paqʼiij xoʼkik ri elqʼoom pjaay elqʼnel
Ri qbʼey xsukʼbʼik kumu xqjnumsaj ri qchoqʼaabʼ	#qum# Nuestro camino se	                                                                                                  
Ataq xtzaqik ri ajkʼaal xelul kikʼ pirtzaʼm	#qum# C uando cayó el niño le salió sangre en la nariz	Ataq xtzaqik ri ajkʼaal xelul kikʼ pirtzaʼm
Ri wochbʼlaal areʼ jun naʼtbʼal qe	#qum# El retrato es algo que nos recuerda	Ri wochbʼalaal areʼ jun naʼtbʼal que
Ataq xi bʼal kqʼiiqʼ ri rwiʼ jaay ktzalbʼik	#qum# Cuando hay mucho aire el techo de la casa	Ataq xi bʼal kʼiiqʼ ri rwiʼ jaay ktzalbʼik
Ri raal chiij ktuʼnsxik kumu qal xpon rqʼij	#qum# La cria de la oveja lo amamantan porque	Ri raal chiij ktuʼnsxik kumu qal xpon rqʼij
Ri yaak xeʼrtij ri raa l akʼ	#qum# El gato de monte se comió todos los pollitos	R
Ri rkʼoʼxiil ubʼooy kchuknik chu awbʼal	#qum# La	Rkʼoʼxiil ubʼooy kʼchuknik chu awbʼal
Ri aliit qal kirkʼut saqsi tzʼeebʼ	#qum# A la muchach a no se le nota que es tartamuda	Ri aliit qal kirkʼut saqsi tzʼeebʼ
Ri achii xrubʼaaj ri musaat rukʼ ri ubʼ al	#qum# El hombre mató el venado con su	                                                                                                  
Ri rchiʼ jaay xpaqʼtjik rum ri rkabʼ rqan	#qum# la puerta de la casa se partió por el temblor	Rchi jaay xpaqtjik rum rkab rqan
Ri wnobʼ yuux ri raal	#qum# Mi hernana tiene gemelos	                                                                                                  
Ri tzʼiʼ xelul qʼaaqʼ chriij	#qum# Al perro le dio fiebre	Ri tzʼiʼ xelul qʼaaqʼ kriij
Ri tatyoox qal chik kirchʼij rjoʼxik ri rsomchiʼ	#qum# El anciano ya no aguanta afeitarse	                                                                                                  
Njeel ri ajchaak xeʼyoʼqook chu rpaqʼik ri uleew	#qum# Todos los trabajadores les pusieron a	Njeel ri ajchaak xeʼyoʼqook chu rpaqʼik ri uleew
Njeel ri ajchaak xeʼtobʼik chu rmolik ri abʼaj	#qum# T odos los trabajadores ayudaron para juntar la	Njeel ri ajchaak xeʼtobʼik chu rmolik ri abʼaj
Wu ulee w naʼl xtzʼaqik	#qum# La tierra se tiene que compactar bien	Wu ulee w naʼl xtzʼaqik
Ri wix kir qchʼuj ri paan	#qum# El gato le dió un mordisco al pan	                                                                                                  
Ataq xojelbʼik qonjeel x qtzʼap ijken ri rchiʼ jaay	#qum# Cerrado	Ataq xojelbʼik qonjeel x qtzʼap ijken ri rchiʼ jaay
Ri rchʼmeʼy ntatanool xq ʼajik	#qum# El bastó n de mi abuelo se quebró	Rmy ntatanool xq ʼajik
Ri abʼaʼ bʼantlik rukʼ saqkiiy	#qum# La hamaca está hecha de pita de mecate	Ri abʼaʼ bʼantlik rukʼ saqkiiy
¿Cuánto cuesta el sombrero que compró mi mamá en la plaza	#qum# ¿cuándo?	Cuánto cuesta el sombrero que compró mi mamá en la plaza
R i achii xelbʼik rukʼ ri rtzʼiʼ chu rtaqxik ri musaat	#qum# El hombre salió con su perro a cazar	                                                                                                  
Ri chʼooy xchʼulchʼaʼ ri ixiim	#qum# El ratón ensuscio todo el maíz fracción/ pedazo	Ri chʼooy xchʼulchʼa  ri ixiim
Njeel ri wnaq nim ri knoʼj sichaʼ utz ikʼolik	#qum# Toda la gente tienen buena ineligencia por eso están bien	Njeel ri wnaq nim ri                                                                                                
Ri nchuch xtzaltzaj ri poʼt ri xloqʼ kumu nuchʼ xkanaj chriij	#qum# Mi mamá tuvo que	                                                                                                  
Ri keqʼ kiryaʼ ptaq ri rqan swon	#qum# La Guayaba se da en los barrancos	Ri keqʼ kiryaʼ ptaq ri rqan swon
Ri kuch xkchʼulchʼaʼ ri kwoy	#qum# Los c erdos ensuciaron la comida	Ri kuch xkʼulchʼaʼ ri kwoy
Cuando oímos el río tumbar rápido corrimos	#qum# Bejuquillo	Cuando oímos el río tumbar rápido corrimos
Ajwiʼ xtpetik jabʼ rukʼ saqbʼuch	#qum# Hoy va llover con granizo	Ajwiʼ xtpetik jabʼ rukʼ saqbʼuch
Ri tzʼiʼ xkbʼalktij kiibʼ rukʼ ri sjiʼl	#qum# El perro se revolcaron con el coyote	                                                                                                  
Riliil riij ataq xkojwaʼljik xkojtyoxnik chu Ajaw	#qum# Es necesario cuando amanecemos debemos agradecer a Dios	Riliil riij ataq xkojwaʼljik xkojtyoxnik chu Ajaw
Kqʼoxwik ri nxkin	#qum# Me duele el oído	                                                                                                  
Ri ntzʼiʼ naqʼtlik kirtij iik	#qum# Mi perro está acostumbrado comer chile	Ri ntzʼiʼ naqʼtlik kirtij iik
Ptaq ri rqan swon kiryaʼ xibʼal ri chibʼaʼ	#qum# En los barrancos se da mucho el helecho	Ptaq ri rqan swon kiryaʼ xibʼal ri chibʼaʼ
R i ajtʼisnel xwiʼtxik kum ri elqʼoom	#qum# El sastre fue matado por los ladrones	
Ri ajtiij xbʼ iij chke ri ajtijnel kʼotz kixkʼ olaq	#qum# El maestro dice a los estudiantes que guarden	                                                                                                  
Ataq xeʼriqtjaq ri ixoq juplik bʼanmajken chre	#qum# Cuando le fueron a encontrar a la mujer la	                                                                                                  
La orina apesta mucho cuando hay mucho calor	#qum# Camarón	La orina apesta mucho cuando hay mucho calor
Nim ri kaʼy kbʼanik chu ri waʼktbʼal	#qum# Mucha diversión se hizo en el parque	Nim ri kaʼy kbʼanik chu ri waʼktbʼal
Ri yaaj utz xttijxik chke ri ajkʼlobʼ	#qum# El regaño es bueno enseñarles a los niños	                                                                                                  
Wu kuuk xkʼis ri a j chtijik	#qum# La ardilla se terminó de comer los elotes	Wu kuuk xkʼis ri a j chtijik
