input	reference	prediction
Pri ntinmit qal kʼiy moos ikʼolik	#qum# En mi pueblo hay pocos ladinos	La Comisión se aprueba el artículo 21 del Reglamento Financiero
Ri tzʼuum xchiqik chu qʼiij	#qum# El cuero se secó en el sol	la Comisión la adopte actos de ejecución de conformidad con el artículo 21 del Tratado.
Ri ajkʼaal yaabʼ sichaʼ qal ktzeʼnik	#qum# El niño está enfermo por eso no puede reir	
Wu us qal utz laj chkop kir chʼulchʼaʼ ri che ri qtij	#qum# La mosca es un animal malo porque contamina lo	                               
Ataq kiʼ waʼljik ri ajkʼalobʼ konjeel keʼ bʼixnik	#qum# Cuando los niños se levantan todos cantan	Attaq ki' wa'ljik ri aj'alob konjeel ke' b'ixnik es la primera vez que las dos partes se encuentran.
Chke ri ajkʼalobʼ riliil rij xkeʼtijxik rech xkeʼqʼajlaʼnik	#qum# A los niños es necesario enseñarles a saludar	a ko si to toe.
Ri ajtzʼibʼnel xeʼrtzʼibʼaaj kʼiy q taʼ pqyolbʼaal	#qum# El escritor escribió varios cuentos en el	                                                                                                  
Ri ixoq xtzʼonjok jrubʼ rjil wu akʼ	#qum# La señora preguntó cuanto vale la gallina	la que la gente se ve la gente se ve la gente se ve la gente se ve la gente se va a la gente se va a la gente se ve la gente se va a la gente
wu klobʼ xyuqpjik ataq xchnaʼnik	#qum# El lazo se estiro porque se mojó	la Comisión se fija la ley de la ley
La laga rtija sale cuando hay sol	#qum# Sapo	️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️
Ri xaʼk chqiʼj chik	#qum# El trozo ya está seco	        
Ri xenxipr utz chi kunbʼal ri qulaj	#qum# Para curar la tos es bueno el jengibre	La Comisión ha adoptado una propuesta de reglamento sobre la protección del medio ambiente
Ri klobʼ ktumxik rukʼ xweelx	#qum# El laso lo hacen torcer con malacates	El Consejo de la Unión Europea
Ri ryaʼl tzmeʼy utz xtqum jun ixoq rech q al ri raal xtokʼwik	#qum# El agua de la	        
Ri qʼabʼreel pakʼlik xkanjik ataq xtzaqik	#qum# El borracho cuando cayó quedó de boca arriba	I'm not sure what to do.
Ri achii ataq xbʼeek chu rkʼamik siʼ qal xkʼambʼik ri rptem	#qum# El hombre cuando se fue a traer leña no llevó su mecapal	
Junbʼer xkʼuqbʼsxik ri rwiʼ rqʼabʼ tinmit	#qum# El año pasado se fundó el caserío	                                                                                                  
Njeel jnobʼ kbʼanik ri nimaqʼʼij	#qum# Rech ri tinmit	msaḥ msaḥ 
Ri ixoq xpe saqtqoj chriij	#qum# A la mujer le dió vahído	      
Ri alaabʼ xtzaqik xqʼoch wu rqʼabʼ	#qum# El muchacho se cayó y se quebró la mano	I am not sure if I can tell you that I am not a member of the European Parliament.
Ri wtziik xaq xchʼutij ri rchoch	#qum# Mi hermano apuntaló su casa	El Consejo de la Comisión
Chqʼayaʼpon ri yaʼ kʼolik rchoch ri Leʼn	#qum# al otro lado del rio está la casa de Elena	                                                                                                  
wu ekʼaʼ kchuknik chu wiqbʼal	#qum# La cola de gallo sirve para adornar	La Comisión se aprueba el acto de ejecución
Iwir xintzaqken ri qʼaxbʼal chaʼnbʼal ayer perdí el teléfono	#qum# Dolor	I'm a little bit off the grid yesterday I lost my phone
Ri wkaan kʼolik kʼeebʼ rmyaʼlbʼaal	#qum# Mi tío tiene dos hijastras	Ri wkaan kʼolik kʼeebʼ rmyaʼlbʼaal es el primero de su clase en el mundo.
Ri saqʼuul xaq tqʼaaj kiryaʼ wiʼ, El plátano solo se da en la costa	#qum# Palo blanco	## ## La banana solo viene de la costa #
Iwir xqʼeq xojkʼobʼik pjun molbʼeem	#qum# Ayer en la tarde estuvimos en una reunión	Iqeq q 
Ri ajkʼaal riliil rij kyuqxik chu ri rqʼabʼ	#qum# El niño se debe agarrar de la mano	                 
Ri ajtiij xkʼuqbʼaʼ ri tatanool chu teem	#qum# El maestro lo mando a serntar al abuelo en la silla	I'm not gonna say anything about it.
Qonjeel qqum qʼoor	#qum# Todos tomamos atol	️️️️️
A qué hora nos vamos al entierro	#qum# Dentro de un año	A a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a
Wu loʼn nmaq kkaʼyxik	#qum# Las frutas se ven grandes	       
Ri kuch xibʼal squkʼ chriij	#qum# El cerdo tiene mucho piojo	️️️️️️
Ri lochʼ qal xchʼij ri qʼaaqʼ xelul chriij	#qum# El bebé no aguantó la fiebre	                                                                                                  
Ri aliit ataq kbʼeek pchʼiichʼ kiryaʼ xaʼw chre	#qum# la señorita cuando viaja en carro le da vómito	                                                                                                  
Ri winaq keʼchʼoʼ jnik chrij ri yaʼ	#qum# La gente pelean por el agua	                                                                                                  
Ri wjow njeel qʼiij qal jamlik	#qum# Mi papá todos los días se mantiene ocupado	                                 
Chu wu jaay rech chʼabʼal kʼolik kʼeebʼ mulmik uleew	#qum# En frente la iglesia	                      
Ri cheʼ qʼeʼlik xk anjik pri bʼeey	#qum# el árbol quedó atravesado en el camino	I am not sure what to do .
Ri chiij qʼeqqʼoj rkaʼybʼaal	#qum# El color de la oveja es medio negro	                   
Riliil riij ataq xtqum ri yaʼ nabʼeey xtrqowsxik	#qum# Es necesario cuando tomamos el agua	️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️
Ri rwoch tikaʼ kkiʼyrik rum wu rtun qʼiij	#qum# La fruta se endulza con los rayos del sol	la Comisión se aprende la ley de la ley de la ley de la ley de la ley de la ley
Ri rwoch nuxtaʼ xibʼal rkʼixil	#qum# La fruta del nopal tiene mucha espina	       
Ri aliit kiryqʼuj ri ajkʼaal	#qum# La señorita c uida al bebé	       
Chpom ri yaʼ piʼlik xibʼal xaʼn	#qum# En el agua encharcada hay mucho zancudo	mn  mn                                           
Ri tzʼiʼ ktzʼuʼynjik ataq kirkaʼyij wu rxoqʼjowil	#qum# El perro ronronea cuando mira su	La Comisión ha decidido prorrogar el periodo de validez del acuerdo.
Ataq xojopnik jaqlik chik ri rchiʼ jaay jroq koʼkik elqʼoom	#qum# Cuando llegamos ya estaba abierto la	La Comisión aprueba actos de ejecución de conformidad con el artículo 21 del Reglamento Financiero.
Ri ajkʼaal xyabʼrik rukʼ xjir	#qum# El niño se enfermo de dearrea	                                         
Ri snik ktij ri rxiʼl leej	#qum# Las hormigas comen la migaja de tortilla	la Comisión apruebe actos de ejecución de conformidad con el artículo 21 del Tratado.
Ri kiʼ wiqnik ri nima qʼiij areʼ ri qʼus laj taq ixoq	#qum# Los que engalanan la fiesta son las bellas mujeres	                                                                                                  
Ri traas spoqʼpoj rtijik	#qum# El durazno está desabrido	Tu bringas el rtijo de la mierda
Ri wiqabʼaaq kchuknik chu ri qʼajaʼ	#qum# La sábila es bueno para las quebraduras	La Comisión aprueba actos de ejecución de conformidad con el artículo 21 del Reglamento Financiero.
Ri ajkʼa al qal chik xtuʼnik rum wu xsopjik wu rqul	#qum# El bebé ya no pudo mamar porque se le	                                                                                                  
Qonjeel wu ojkʼolik chu rwoch paxil nkareʼ xaq jnum ri qbʼanbʼaal	#qum# Todos los	El día de la mañana se va a pasar
Ri alaabʼ xwiʼtaj jun kuuk rukʼ ri r chʼaabʼ	#qum# El m uchacho mató una ardilla con su onda	                                                                                                  
Ri rchʼeek wtziik xqʼajik ataq xtzaquul jun xaʼk chriij	#qum# La rodilla de mi hermano se quebró cuando le cayó un trozo encima	️ La Comisión ha decidido tomar las medidas necesarias para garantizar que la Comisión pueda tomar todas las medidas necesarias para garantizar que las medidas adoptadas se aplican en consonancia con los objetivos del programa
Ri wurbʼal kchʼajchʼtik	#qum# El dor mitorio es limpio	El Consejo de Seguridad Nacional (CFP)  El Consejo de Seguridad Nacional (CFP)  El Consejo de Seguridad Nacional
Ri chʼiichʼ suukʼ xbʼeek pswon	#qum# El carro se fue directo al barranco	              
chpom ri uleew kʼiy kʼulbʼat ikʼolik	#qum# En el terreno hay varios muros	            
Jumul xtbʼiʼxik ke ri qatz riliil riij areʼ ri nimneem	#qum# Una vez se dice que lo más importante es el respeto	la Comisión se aprende la ley
Ri ryaʼl iik tzeytzoj xelik	#qum# El caldo salió medio salado	la forma de la nave se va a la casa de la nave
Ataq kojbʼinik nim tʼuus keʼlik ri qqan	#qum# Cuando caminamos mucho los pies nos	                   
Ataq xinsol ri kʼaam xinbʼotzʼ chrij jun piʼq	#qum# Cuando desaté la pita es fácil arrollar en un olote	La Comisión adoptará actos de ejecución de conformidad con el artículo 21 del Reglamento Financiero.
Xibʼal rkʼixil ri yeel	#qum# El chichicaste tiene mucha espina	         
Pri nimaqʼiij xeʼchuknik kʼeebʼ ulanel	#qum# Para la fiesta trabajaron dos recepcionista	️️ ️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️️
Chke xyoʼqik njeel ri poq chi rbʼanik ri nimaqʼiij	#qum# A ellos les dieron el dinero para hacer la fiesta	                                                        
Ri wkaaqʼ areʼ jun utz laj achii	#qum# Mi sobrino es un buen hombre	                                    
Ri tzʼuu m likʼmaj rwoch chu uleew	#qum# El cuero estaá extendido en el suelo	I'm not sure what I'm saying.
Rum wu qal tzʼqaat ri rpajbʼaal ri ajkʼeynel sichaʼ xbʼeek pcheʼ	#qum# Por estar	
Ri qʼoor qal xqumik kʼten xtewrsxik tekʼchi xjachik	#qum# El atol no se pudo tomar	Nemem se vou conseguir copiar isto.
Ri wakx jurjik ri raaqʼ La vaca tiene la lengua larga	#qum# Temascal	# La vaca tiene una lengua larga
Qal utz xtqyaʼ jun che chqoom ri wnaq kʼa krechbʼeej	#qum# No es bueno prestar algo a alguien porque se adueña	A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A A
Ri tzʼuum ri kʼaʼn chu ri kʼuqulbʼal mixjarik	#qum# El cuero que tiene el sentadero se	              
Ri achii ataq kir bʼan ri awaʼn kertaqiij ajchaak chu rtoxik	#qum# El hombre cuando siembra busca	a la Comisión se fija la agenda de la semana
Xkmik ri tʼuq laj akʼ	#qum# La gallina clueca se mur ió	                               
Ri nchuch xloqʼ jun suʼbʼal qʼabʼ	#qum# Mi mamá compró una servilleta	                                   
Utz xtqsipaj ri poq nuʼj chke ri mebʼaʼ	#qum# es bueno regalar dinero pero a los huérfanos	la la que se le ocurre la que se le ocurre la que se ocurre la que se ocurre la que se ocurre la que se ocurre la que se ocurre la que se ocurre la que se ocurre la que se ocurre la que se ocurre la que se ocurre la que se ocurre la que se ocurre la que se ocurre la que se ocurre la que se ocurre la que se ocurre la que se ocurre la que se ocurre la que se ocurre la que se ocurre la que se ocurre la que se ocurre la que se ocurre la que se ocurre la que se ocurre la que se ocurre la que se ocurre la que se ha de la que se ha de la que se ha de la que se ha de la que se ha de la que se ha de la ha hecho
Ri wchoch rex ri rkaʼybʼaal	#qum# Mi casa es de color v erde	a) a) la Comisión se pronuncia sobre la cuestión de la aplicación de la ley
Ataq kʼolik muuj chukaaj retal kʼchiʼ kpetik jabʼ	#qum# cuando hay nube en el cielo es seña que	                                                                                                  
Ri raal kuch xiʼ qajik tiʼt njeel	#qum# Las crías de la marrana que cayero son hembras	## ## ## La gente se va a la mierda
Ri nchuch xproj ri rtkuʼl	#qum# mi mamá lo quemó su paleta	la Comisión se aprueba de actos de ejecución en conformidad con el artículo 21 del presente Reglamento
Ri rtibʼliil woy chetzʼini k rtijik	#qum# La comida es bien ssabrosa	️️️️️️️️️️️️️️️️️️️️️️️️️️️️
Ataq xojelpoon chu ri ilbʼal qʼus rkaʼyxik ri tinmit	#qum# Cuando salimos al mirador el pueblo se mira bello	La Comisión adoptará actos de ejecución de conformidad con el artículo 21 del Reglamento Financiero.
Wu chʼmaay utz xtktij ri ajkʼlobʼ rech xtkʼobʼik kchoqʼaabʼ	#qum# El guisquil es bueno que	                                                                                                  
Ataq xkmol kiibʼ ri aloʼm xkbʼanken jun etzlaal chu ri qtikaʼ	#qum# Cuando se reunieron los	                               
Ri wxqʼajlobʼ tarnuul chwij mi compañero viene atrás	#qum# Escuela	                                                                                                  
Ri ixoq kirjokʼ ri skiil chu kaʼ	#qum# La mujer muele la pepita de ayote en la piedra de moler	la Comisión debe adoptar actos de ejecución en conformidad con el artículo 21 del Reglamento Financiero.
Wu musmut utz chi qʼxom kʼuʼxaj	#qum# El ajenjo es bueno para el dolor de estómago	                  
Ri n tatanool nim ri retambʼal	#qum# Mi abuel o posee grandes conocimientos	            
Don Jesus se puso la camisa al revés	#qum# Escama	Don Jésus a mis la camise sur l'autre côté
Ri toch ʼaʼ kirtij ri rwoch nuxtaʼ el jilguero c ome la fruta de la tuna	#qum# Pagar	
Ri cheʼ pujpik sichaʼ kiryaʼ muʼj	#qum# el árbol es frondoso y da buena sombra	                   
ataq xinbʼan ri wchoch xinbʼan jun jloom	#qum# Cuando construí mi casa tuve que hacer un préstamo	              
Ri saqtbʼiin jurjik wu rjey	#qum# La comadreja tiene la cola larga	la Comisión se encarga de la gestión de la salud
Kʼa xaq et rchim wu chʼiichʼ xichaʼ qal xchʼij xelbʼik chu wu rujyubʼ	#qum# Por mucha carga el carro no aguantó salir en la subida	                                                                                                  
Ri rchak ri ixoq kirbʼan njeel qʼiij areʼ ri tʼisneem	#qum# El trabajo que hace la mujer todos los	La Comisión adoptará actos de ejecución de conformidad con el artículo 21 del Reglamento Financiero
Wu jiiqʼ kiryaʼ che ri ajkʼalobʼ	#qum# La tosferina le da a los niños	                                            
Ri aliit qʼus rkaʼyxik kukʼ ri ruwaj	#qum# La señorita se ve elegante con sus collares	                              
Ataq xkʼisik ri molbʼeem ri aloʼm xiʼ tikrook chu ktzʼulxik ri altom	#qum# Cuando terminó la	La Comisión aprueba actos de ejecución de conformidad con el artículo 21 del Reglamento Financiero
Wu chʼikaʼx xuqkee kchuknik chi siʼ	#qum# La chicharra de pino tambien se usa	                      
En el techo de la casa hay dos agujeros	#qum# Semana	There are two holes in the roof of the house.
Ri chaak xaq che rbʼ anik sic haʼ xqtzuntzaj	#qum# El trabajo quedó mal hecho por eso se	            
Aqʼabʼ xelbʼik ri achii chi rawxik ri chnooj	#qum# El hombre salió temprano a sembrar la	La Comisión se ha de adoptar actos delegados en conformidad con el artículo 21 del Reglamento Financiero.
Xibʼal xibʼaliibʼ chu ri wiʼtnel	#qum# Hay mucho miedo al asesino Ciprés	️️️️️️️️️️️️
X kʼatik ri rtzʼumil rqʼabʼ ri ixoq	#qum# a la señora se le quemó la piel de la mano	        
Jrubʼ rajlaal ri poq xeʼloq	#qum# Cuanto ascendió la cantidad del dinero	# La Comisión debe adoptar actos de ejecución con arreglo al artículo 21 del Reglamento Financiero
Qaqchee chik ri k ʼ yeej kumu xchupik ri rxoqʼjowil	#qum# Ya no hay venta porque se murió el dueño Bellota de arboles	## ##### #### La vida de la gente es muy buena
Ri ixoq xbʼeek chi rtaqxik qʼaʼtzuy praal cheʼ	#qum# La mujer fue a buscar hongo en la	la Comisión ha decidido por la prórrogación del periodo de vigencia del acuerdo a los Estados miembros.
Paqʼiij xoʼkik ri elqʼoom pjaay elqʼnel	#qum# De día ent raron los ladrones en la casa a robar	                          
Ri qbʼey xsukʼbʼik kumu xqjnumsaj ri qchoqʼaabʼ	#qum# Nuestro camino se	La Comisión adoptará actos de ejecución en conformidad con el artículo 21 del Reglamento Financiero.
Ataq xtzaqik ri ajkʼaal xelul kikʼ pirtzaʼm	#qum# C uando cayó el niño le salió sangre en la nariz	        
Ri wochbʼlaal areʼ jun naʼtbʼal qe	#qum# El retrato es algo que nos recuerda	### # La vida es muy buena
Ataq xi bʼal kqʼiiqʼ ri rwiʼ jaay ktzalbʼik	#qum# Cuando hay mucho aire el techo de la casa	La Comisión adoptará actos de ejecución de conformidad con el artículo 21 del Reglamento Financiero.
Ri raal chiij ktuʼnsxik kumu qal xpon rqʼij	#qum# La cria de la oveja lo amamantan porque	       
Ri yaak xeʼrtij ri raa l akʼ	#qum# El gato de monte se comió todos los pollitos	I'm not going to say anything.
Ri rkʼoʼxiil ubʼooy kchuknik chu awbʼal	#qum# La	la Comisión de la Cumbre de la Cumbre de la Cumbre de la Cumbre de la Cumbre de la Cumbre de la Cumbre de la Cumbre de la Cumbre de la Cumbre de la Cumbre de la Cumbre de la Cumbre de la Cumbre de la Cumbre de la Cumbre de la Cumbre de la Cumbre de la Cumbre de la Cumbre de la Cumbre de la Cumbre de la Cumbre de la Cumbre de la Cumbre de la Cumbre de la Cumbre de la Cumbre de la Cumbre de la Cumbre de la Cumbre de la Cumbre de la Cumbre de la Cumbre de la Cumbre de la Cumbre
Ri aliit qal kirkʼut saqsi tzʼeebʼ	#qum# A la muchach a no se le nota que es tartamuda	                                                                                                  
Ri achii xrubʼaaj ri musaat rukʼ ri ubʼ al	#qum# El hombre mató el venado con su	a) La Comisión se encarga de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión de la gestión
Ri rchiʼ jaay xpaqʼtjik rum ri rkabʼ rqan	#qum# la puerta de la casa se partió por el temblor	la que la gente se ha visto la gente se ha visto la gente se ha visto la gente
Ri wnobʼ yuux ri raal	#qum# Mi hernana tiene gemelos	La Comisión se encarga de la ejecución de la aplicación de la letra a) del artículo 21 del presente Reglamento
Ri tzʼiʼ xelul qʼaaqʼ chriij	#qum# Al perro le dio fiebre	El artículo 21 del presente Reglamento se aplica al artículo 21
Ri tatyoox qal chik kirchʼij rjoʼxik ri rsomchiʼ	#qum# El anciano ya no aguanta afeitarse	       
Njeel ri ajchaak xeʼyoʼqook chu rpaqʼik ri uleew	#qum# Todos los trabajadores les pusieron a	La Comisión adoptará actos de ejecución de conformidad con el artículo 21 del Reglamento Financiero
Njeel ri ajchaak xeʼtobʼik chu rmolik ri abʼaj	#qum# T odos los trabajadores ayudaron para juntar la	La Comisión adopta actos de ejecución de conformidad con el artículo 21 del Reglamento Financiero.
Wu ulee w naʼl xtzʼaqik	#qum# La tierra se tiene que compactar bien	          
Ri wix kir qchʼuj ri paan	#qum# El gato le dió un mordisco al pan	 
Ataq xojelbʼik qonjeel x qtzʼap ijken ri rchiʼ jaay	#qum# Cerrado	           
Ri rchʼmeʼy ntatanool xq ʼajik	#qum# El bastó n de mi abuelo se quebró	No, no, no.
Ri abʼaʼ bʼantlik rukʼ saqkiiy	#qum# La hamaca está hecha de pita de mecate	Ri abʼaʼ bʼantlik rukʼ saqkiiy
¿Cuánto cuesta el sombrero que compró mi mamá en la plaza	#qum# ¿cuándo?	oooooooooooooooooooooooooooooooooooooooooooooo
R i achii xelbʼik rukʼ ri rtzʼiʼ chu rtaqxik ri musaat	#qum# El hombre salió con su perro a cazar	        
Ri chʼooy xchʼulchʼaʼ ri ixiim	#qum# El ratón ensuscio todo el maíz fracción/ pedazo	                                  
Njeel ri wnaq nim ri knoʼj sichaʼ utz ikʼolik	#qum# Toda la gente tienen buena ineligencia por eso están bien	 
Ri nchuch xtzaltzaj ri poʼt ri xloqʼ kumu nuchʼ xkanaj chriij	#qum# Mi mamá tuvo que	la Comisión se fiera de la forma de la forma de la
Ri keqʼ kiryaʼ ptaq ri rqan swon	#qum# La Guayaba se da en los barrancos	        
Ri kuch xkchʼulchʼaʼ ri kwoy	#qum# Los c erdos ensuciaron la comida	           
Cuando oímos el río tumbar rápido corrimos	#qum# Bejuquillo	️ When we heard the river falling fast we ran
Ajwiʼ xtpetik jabʼ rukʼ saqbʼuch	#qum# Hoy va llover con granizo	I'm not sure what I'm saying.
Ri tzʼiʼ xkbʼalktij kiibʼ rukʼ ri sjiʼl	#qum# El perro se revolcaron con el coyote	La Comisión adoptará actos de ejecución de conformidad con el artículo 21 del Reglamento Financiero.
Riliil riij ataq xkojwaʼljik xkojtyoxnik chu Ajaw	#qum# Es necesario cuando amanecemos debemos agradecer a Dios	La Comisión ha decidido prorrogar el periodo de validez del acuerdo.
Kqʼoxwik ri nxkin	#qum# Me duele el oído	               
Ri ntzʼiʼ naqʼtlik kirtij iik	#qum# Mi perro está acostumbrado comer chile	la Comisión se va a aplicar la Directiva de la Comisión de la Unión Europea
Ptaq ri rqan swon kiryaʼ xibʼal ri chibʼaʼ	#qum# En los barrancos se da mucho el helecho	      
R i ajtʼisnel xwiʼtxik kum ri elqʼoom	#qum# El sastre fue matado por los ladrones	la Comisión se ha pronunciado en la primera palabra
Ri ajtiij xbʼ iij chke ri ajtijnel kʼotz kixkʼ olaq	#qum# El maestro dice a los estudiantes que guarden	           
Ataq xeʼriqtjaq ri ixoq juplik bʼanmajken chre	#qum# Cuando le fueron a encontrar a la mujer la	a) la Comisión no se apruece la solicitud de la fecha de la solicitud
La orina apesta mucho cuando hay mucho calor	#qum# Camarón	
Nim ri kaʼy kbʼanik chu ri waʼktbʼal	#qum# Mucha diversión se hizo en el parque	                              
Ri yaaj utz xttijxik chke ri ajkʼlobʼ	#qum# El regaño es bueno enseñarles a los niños	                                                                                                  
Wu kuuk xkʼis ri a j chtijik	#qum# La ardilla se terminó de comer los elotes	                                                                                                  
