input	reference	prediction
Ri wiqabʼaaq kchuknik chu ri qʼajaʼ	#qum# La sábila es bueno para las quebraduras	## El hombre se ha ido a casa
Ri ajkʼa al qal chik xtuʼnik rum wu xsopjik wu rqul	#qum# El bebé ya no pudo mamar porque se le	# La mujer se ha ido a la casa de la mujer
Qonjeel wu ojkʼolik chu rwoch paxil nkareʼ xaq jnum ri qbʼanbʼaal	#qum# Todos los	El hombre se ha ido
Ri alaabʼ xwiʼtaj jun kuuk rukʼ ri r chʼaabʼ	#qum# El m uchacho mató una ardilla con su onda	# La casa está en el camino
Ri rchʼeek wtziik xqʼajik ataq xtzaquul jun xaʼk chriij	#qum# La rodilla de mi hermano se quebró cuando le cayó un trozo encima	El hombre se ha puesto en la
Ri wurbʼal kchʼajchʼtik	#qum# El dor mitorio es limpio	#qum# El hombre se ha puesto en la
Ri chʼiichʼ suukʼ xbʼeek pswon	#qum# El carro se fue directo al barranco	El hombre que se ha puesto en la cama
chpom ri uleew kʼiy kʼulbʼat ikʼolik	#qum# En el terreno hay varios muros	The man has done the job
Jumul xtbʼiʼxik ke ri qatz riliil riij areʼ ri nimneem	#qum# Una vez se dice que lo más importante es el respeto	La gente se ha puesto en el camino
Ri ryaʼl iik tzeytzoj xelik	#qum# El caldo salió medio salado	## El hombre se ha hecho el mal
Ataq kojbʼinik nim tʼuus keʼlik ri qqan	#qum# Cuando caminamos mucho los pies nos	The man who's laid on the bed
Ataq xinsol ri kʼaam xinbʼotzʼ chrij jun piʼq	#qum# Cuando desaté la pita es fácil arrollar en un olote	#qum# Cuando se hace el trabajo de casa
Xibʼal rkʼixil ri yeel	#qum# El chichicaste tiene mucha espina	# El hombre que se ha dado la vida
Pri nimaqʼiij xeʼchuknik kʼeebʼ ulanel	#qum# Para la fiesta trabajaron dos recepcionista	# La mujer se ha hecho el culo
Chke xyoʼqik njeel ri poq chi rbʼanik ri nimaqʼiij	#qum# A ellos les dieron el dinero para hacer la fiesta	## El hombre se ha hecho hombre
Ri wkaaqʼ areʼ jun utz laj achii	#qum# Mi sobrino es un buen hombre	"""Homemano se ha hecho hombre"""
Ri tzʼuu m likʼmaj rwoch chu uleew	#qum# El cuero estaá extendido en el suelo	El hombre que se fue
Rum wu qal tzʼqaat ri rpajbʼaal ri ajkʼeynel sichaʼ xbʼeek pcheʼ	#qum# Por estar	Cuando se hace el día de la fiesta
Ri qʼoor qal xqumik kʼten xtewrsxik tekʼchi xjachik	#qum# El atol no se pudo tomar	El hombre que se ha ido de la casa
Ri wakx jurjik ri raaqʼ La vaca tiene la lengua larga	#qum# Temascal	El hombre que se ha ido
Qal utz xtqyaʼ jun che chqoom ri wnaq kʼa krechbʼeej	#qum# No es bueno prestar algo a alguien porque se adueña	The man who shows up in the house
Ri tzʼuum ri kʼaʼn chu ri kʼuqulbʼal mixjarik	#qum# El cuero que tiene el sentadero se	El hombre se fue de la casa
Ri achii ataq kir bʼan ri awaʼn kertaqiij ajchaak chu rtoxik	#qum# El hombre cuando siembra busca	El hombre se ha hecho hombre
Xkmik ri tʼuq laj akʼ	#qum# La gallina clueca se mur ió	El hombre se ha hecho el cuello
Ri nchuch xloqʼ jun suʼbʼal qʼabʼ	#qum# Mi mamá compró una servilleta	El hombre se fue
Utz xtqsipaj ri poq nuʼj chke ri mebʼaʼ	#qum# es bueno regalar dinero pero a los huérfanos	The man has become the man
Ri wchoch rex ri rkaʼybʼaal	#qum# Mi casa es de color v erde	El niño se levanta el pelo
Ataq kʼolik muuj chukaaj retal kʼchiʼ kpetik jabʼ	#qum# cuando hay nube en el cielo es seña que	## El hombre que se ha caído
Ri raal kuch xiʼ qajik tiʼt njeel	#qum# Las crías de la marrana que cayero son hembras	# La tierra se quita
Ri nchuch xproj ri rtkuʼl	#qum# mi mamá lo quemó su paleta	# El hombre se puso en la cama
Ri rtibʼliil woy chetzʼini k rtijik	#qum# La comida es bien ssabrosa	El hombre se fue a casa
Ataq xojelpoon chu ri ilbʼal qʼus rkaʼyxik ri tinmit	#qum# Cuando salimos al mirador el pueblo se mira bello	El hombre se ha ido a la cama
Wu chʼmaay utz xtktij ri ajkʼlobʼ rech xtkʼobʼik kchoqʼaabʼ	#qum# El guisquil es bueno que	## El hombre se fue a la casa
Ataq xkmol kiibʼ ri aloʼm xkbʼanken jun etzlaal chu ri qtikaʼ	#qum# Cuando se reunieron los	# Cuando se hace el día se hace el día
Ri wxqʼajlobʼ tarnuul chwij mi compañero viene atrás	#qum# Escuela	Cuando se hace el trabajo
Ri ixoq kirjokʼ ri skiil chu kaʼ	#qum# La mujer muele la pepita de ayote en la piedra de moler	El hombre se ha echado
Wu musmut utz chi qʼxom kʼuʼxaj	#qum# El ajenjo es bueno para el dolor de estómago	La casa está en la calle
Ri n tatanool nim ri retambʼal	#qum# Mi abuel o posee grandes conocimientos	#qum# El niño se ha acostado
Don Jesus se puso la camisa al revés	#qum# Escama	When the damage has been done
Ri toch ʼaʼ kirtij ri rwoch nuxtaʼ el jilguero c ome la fruta de la tuna	#qum# Pagar	#qum# El hombre que se ha ido
Ri cheʼ pujpik sichaʼ kiryaʼ muʼj	#qum# el árbol es frondoso y da buena sombra	The man is gone
ataq xinbʼan ri wchoch xinbʼan jun jloom	#qum# Cuando construí mi casa tuve que hacer un préstamo	El hombre se ha ido
Ri saqtbʼiin jurjik wu rjey	#qum# La comadreja tiene la cola larga	#qum# El hombre que se levanta
Kʼa xaq et rchim wu chʼiichʼ xichaʼ qal xchʼij xelbʼik chu wu rujyubʼ	#qum# Por mucha carga el carro no aguantó salir en la subida	El hombre se ha hecho el trabajo
Ri rchak ri ixoq kirbʼan njeel qʼiij areʼ ri tʼisneem	#qum# El trabajo que hace la mujer todos los	El hombre que se ha ido de la casa
Wu jiiqʼ kiryaʼ che ri ajkʼalobʼ	#qum# La tosferina le da a los niños	The man has a good man
Ri aliit qʼus rkaʼyxik kukʼ ri ruwaj	#qum# La señorita se ve elegante con sus collares	El niño ha hecho el trabajo
Ataq xkʼisik ri molbʼeem ri aloʼm xiʼ tikrook chu ktzʼulxik ri altom	#qum# Cuando terminó la	El hombre se ha echado
Wu chʼikaʼx xuqkee kchuknik chi siʼ	#qum# La chicharra de pino tambien se usa	Cuando se levanta la piel se levanta
En el techo de la casa hay dos agujeros	#qum# Semana	La casa está en paz
Ri chaak xaq che rbʼ anik sic haʼ xqtzuntzaj	#qum# El trabajo quedó mal hecho por eso se	#qum# Cuando se levanta el pelo se levanta el pelo
Aqʼabʼ xelbʼik ri achii chi rawxik ri chnooj	#qum# El hombre salió temprano a sembrar la	La mujer que se fue
Xibʼal xibʼaliibʼ chu ri wiʼtnel	#qum# Hay mucho miedo al asesino Ciprés	El hombre es el que se ha metido
X kʼatik ri rtzʼumil rqʼabʼ ri ixoq	#qum# a la señora se le quemó la piel de la mano	La gente va de casa a casa
Jrubʼ rajlaal ri poq xeʼloq	#qum# Cuanto ascendió la cantidad del dinero	La mujer se ha caído
Qaqchee chik ri k ʼ yeej kumu xchupik ri rxoqʼjowil	#qum# Ya no hay venta porque se murió el dueño Bellota de arboles	El niño se puso en el
Ri ixoq xbʼeek chi rtaqxik qʼaʼtzuy praal cheʼ	#qum# La mujer fue a buscar hongo en la	La mujer se va a la casa
Paqʼiij xoʼkik ri elqʼoom pjaay elqʼnel	#qum# De día ent raron los ladrones en la casa a robar	El hombre que se ha echado
Ri qbʼey xsukʼbʼik kumu xqjnumsaj ri qchoqʼaabʼ	#qum# Nuestro camino se	The man who became the man
Ataq xtzaqik ri ajkʼaal xelul kikʼ pirtzaʼm	#qum# C uando cayó el niño le salió sangre en la nariz	# El niño se ha ido
Ri wochbʼlaal areʼ jun naʼtbʼal qe	#qum# El retrato es algo que nos recuerda	El hombre que se ha puesto
Ataq xi bʼal kqʼiiqʼ ri rwiʼ jaay ktzalbʼik	#qum# Cuando hay mucho aire el techo de la casa	El hombre se levanta
Ri raal chiij ktuʼnsxik kumu qal xpon rqʼij	#qum# La cria de la oveja lo amamantan porque	Cuando se hace el trabajo
Ri yaak xeʼrtij ri raa l akʼ	#qum# El gato de monte se comió todos los pollitos	El hombre que se ha hecho
Ri rkʼoʼxiil ubʼooy kchuknik chu awbʼal	#qum# La	El hombre que se ha hecho el pecho
Ri aliit qal kirkʼut saqsi tzʼeebʼ	#qum# A la muchach a no se le nota que es tartamuda	La gente se ha puesto en la
Ri achii xrubʼaaj ri musaat rukʼ ri ubʼ al	#qum# El hombre mató el venado con su	El hombre se ha ido
Ri rchiʼ jaay xpaqʼtjik rum ri rkabʼ rqan	#qum# la puerta de la casa se partió por el temblor	El hombre que se ha ido de la casa
Ri wnobʼ yuux ri raal	#qum# Mi hernana tiene gemelos	El hombre que se fue
Ri tzʼiʼ xelul qʼaaqʼ chriij	#qum# Al perro le dio fiebre	El hombre se ha quedado
Ri tatyoox qal chik kirchʼij rjoʼxik ri rsomchiʼ	#qum# El anciano ya no aguanta afeitarse	El niño se puso el pelo en el
Njeel ri ajchaak xeʼyoʼqook chu rpaqʼik ri uleew	#qum# Todos los trabajadores les pusieron a	## El hombre se ha hecho el pelo
Njeel ri ajchaak xeʼtobʼik chu rmolik ri abʼaj	#qum# T odos los trabajadores ayudaron para juntar la	El hombre se ha hecho el mal
Wu ulee w naʼl xtzʼaqik	#qum# La tierra se tiene que compactar bien	El hombre se ha echado
Ri wix kir qchʼuj ri paan	#qum# El gato le dió un mordisco al pan	#qum# El hombre se fue a la casa
Ataq xojelbʼik qonjeel x qtzʼap ijken ri rchiʼ jaay	#qum# Cerrado	El hombre es un hombre que se ha ido
Ri rchʼmeʼy ntatanool xq ʼajik	#qum# El bastó n de mi abuelo se quebró	El hombre se ha puesto en la silla
Ri abʼaʼ bʼantlik rukʼ saqkiiy	#qum# La hamaca está hecha de pita de mecate	El hombre que se ha ido a la casa
¿Cuánto cuesta el sombrero que compró mi mamá en la plaza	#qum# ¿cuándo?	The man has done it
R i achii xelbʼik rukʼ ri rtzʼiʼ chu rtaqxik ri musaat	#qum# El hombre salió con su perro a cazar	La gente no tiene que
Ri chʼooy xchʼulchʼaʼ ri ixiim	#qum# El ratón ensuscio todo el maíz fracción/ pedazo	️ Homemito se fez homemito
Njeel ri wnaq nim ri knoʼj sichaʼ utz ikʼolik	#qum# Toda la gente tienen buena ineligencia por eso están bien	## El hombre se ha sacado
Ri nchuch xtzaltzaj ri poʼt ri xloqʼ kumu nuchʼ xkanaj chriij	#qum# Mi mamá tuvo que	The man has gone from house to house
Ri keqʼ kiryaʼ ptaq ri rqan swon	#qum# La Guayaba se da en los barrancos	El hombre se ha ido
Ri kuch xkchʼulchʼaʼ ri kwoy	#qum# Los c erdos ensuciaron la comida	El hombre que se ha hecho
Cuando oímos el río tumbar rápido corrimos	#qum# Bejuquillo	El hombre que se ha hecho
Ajwiʼ xtpetik jabʼ rukʼ saqbʼuch	#qum# Hoy va llover con granizo	La mujer se ha ido a la casa
Ri tzʼiʼ xkbʼalktij kiibʼ rukʼ ri sjiʼl	#qum# El perro se revolcaron con el coyote	#qum# El hombre se levanta
Riliil riij ataq xkojwaʼljik xkojtyoxnik chu Ajaw	#qum# Es necesario cuando amanecemos debemos agradecer a Dios	La gente se fue
Kqʼoxwik ri nxkin	#qum# Me duele el oído	The man who has done the work in the field
Ri ntzʼiʼ naqʼtlik kirtij iik	#qum# Mi perro está acostumbrado comer chile	Cuando le dieron el día de la fiesta
Ptaq ri rqan swon kiryaʼ xibʼal ri chibʼaʼ	#qum# En los barrancos se da mucho el helecho	The man is gone
R i ajtʼisnel xwiʼtxik kum ri elqʼoom	#qum# El sastre fue matado por los ladrones	The man who has nothing
Ri ajtiij xbʼ iij chke ri ajtijnel kʼotz kixkʼ olaq	#qum# El maestro dice a los estudiantes que guarden	## La mujer se fue a la casa de la
Ataq xeʼriqtjaq ri ixoq juplik bʼanmajken chre	#qum# Cuando le fueron a encontrar a la mujer la	My son went home
La orina apesta mucho cuando hay mucho calor	#qum# Camarón	La gente se ha hecho
Nim ri kaʼy kbʼanik chu ri waʼktbʼal	#qum# Mucha diversión se hizo en el parque	El hombre se ha ido
Ri yaaj utz xttijxik chke ri ajkʼlobʼ	#qum# El regaño es bueno enseñarles a los niños	El hombre se ha puesto en la silva
Wu kuuk xkʼis ri a j chtijik	#qum# La ardilla se terminó de comer los elotes	El hombre que se ha ido al hogar
