input	reference	prediction
#qum# La señora ronca mucho cuando duerme	Wu ixoq kjororik wu rtzaʼm ataq kwrik	qumamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamokamookamokamokamokamokamokamookamokamok which is known known as known as known as known known known known known known as the common dish dish called dish called dish called called dish dish dish dish dish dish dish dish dish dish
#qum# La hoja de papel esta medio pegado	Ri rxaq juuj xaq qiʼn nakʼlook	qumile paper is half-stick.
#qum# La gente cando existe entre ellos un problema se desprecian	Ri wnaq ataq kʼolik jun chʼoʼj chkxoʼl ketzlaj kiibʼ	qum, and when there is a problem among them they are despised.
#qum# El encendedor sirve para juntar el	Ri tʼiqbʼal kchuknik chu rnukʼik ri qʼaaqʼ	"qum"".The incandescent light is used to bring the"
#qum# Cuando se junta	Ataq kmo lik ri knaqʼ kʼolik rkʼolbʼaal waʼchiʼ kyoʼqqaj wiʼ	qumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqum
#qum# Donde yo vivo es tierra caliente	Ri waʼchiʼ kʼo ri wchoch mqʼen jyubʼ	qum'i' q'alq'i'q'alq'ik q'alq'i'qq'alq'i'qq'alq'i'q'i'q'i'q'ik q'aq'alq'ik q'iqq'ik q'iq'i'q'ik q'iq'ik q'iq'ikq'iyq'i'q'ik q'iq'ikq'iy q'iq'ikq'iyq'ikq'iyq'ikq'iyq'iy q'iyq'iyq'iyq'iyq'iyq'iyq'iyq'iyq'iyq'iyq'iyqʼiyq'iyq'iyq'iyq'iyq'iyqiyq'iyqʼiyq'iyqʼiyqeyqʼiyqiyqq
#qum# C uando amanecemos el gallo canta	Ataq kojsaqrik ri tzeek koqʼik	qumile, when the sun rises, the rooster sings
#qum# Todas las bancas son redondas	Njeel ri teem isetsik	qum all the banks are round.
#qum# Cuando se tapisca la	Ataq kjachʼik ri jal xaq xeew ri rqan chnooj kkanjik	qumilika - when the house is covered
#qum# La masa salió fino en el molino	wu qʼoor kookʼ xelul pwu keʼbʼal	qumle the grain into the mill
#qum# Ri ixoq	Tráigalo	qum ri xqʼoʼk ri xkʼoʼl
#qum# La escuela cumplió el decimo sexto año de	Rwaqlaaj rjnobʼ ri tijbʼal xtzʼaqtik	qumle the school completed the sixteenth year of
#qum# La fruta está medio ácido	Ri loʼn chʼomchʼoj rtijik	qum is the half-solid fruit.
#qum# Los zapatos de mi abuelo es de color negro	Ri rxjabʼ ntatanool qʼeq kkaʼybʼaal	qum-bottom-shoe-pump-top-shoe-top-shoe-shoe-shoe-pump-top-shoe-top-top-top-top-top-shoe-shoe-shoe-pump-top-top-top-top-top-top-top-top-top-top-top-top-top-top-top-top-top-top-top-top-top-top-top-top-top-top-top which is also known as the white-shoe-top-top-top-top-top-top-top-top shoe-top-top-top-top-top shoe which is also known as the black
#qum# Todas las hojas de papel se perforó	Njeel ri rxaq juuj xeʼ worik	qumle of all the sheets of paper were pierced
#qum# La vaca es de mejilla gorda Extendido	Ri waakx lewlik wu rwoch	qumqʼik ri ri kʼoqʼik ri kʼoqʼik ri kʼoqʼik
#qum# Para espantar a los zanates sirve la onda de pita	Chu kxibʼxik ri chʼok kchuknik ri ixkeeqʼ	qumla.To scare the scare the scare the scare the scare the scare the scare the scare the scare the scare
#qum# Todos los niños se dispersaron por el miedo	Njeel ri ajkʼalobʼ xiʼ tuknik rum xibʼal kiibʼ	qumile the way to the moon, and all the children were scattered by the fear of
#qum# El hombre ya es viejo por eso no aguanta caminar	Ri achii riʼj chik sichaʼ qal kirchʼij kbʼinik	qum-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e-e is already the man is already such that he is old and is old enough to be able to walk or can be able to walk or not to walk
#qum# Es necesario mostrar lo que se quiere	Riliil riij xtkʼutik ri kajwxik rbʼanik kukʼ ri wnaq	qumm-square-square-square-square-square-square-square-square-square-square-square-square-square is required to show what is desired
#qum# La	Ri yuʼtz kʼebʼ muul xchuknik sichaʼ kamulbʼal rbʼiʼxik pqyolbʼaal	qumle to the one-way street
#qum# La tortuguilla terminó de comer el frijol	Wu leem xkʼis ri knaqʼ	qum the bean by the turtle.
#qum# L a haba se muele para pinol	Wu jaws kkeʼxik chu kʼej	qumqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq
#qum# El trabajo está duro por eso no avanzaron los trabajadores	Wu chaak kow sichaʼ qal nim xkbʼan ri ajchaak	qumile, and the workers did not advance.
#qum# La olla grande es de boca grande	Wu nima xbʼoʼj leʼlik wu rchiʼ	qumqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq
#qum# La abuela le duele su hueso	Ri nooy kiʼ qʼoxwik ri rbʼaqil	qum is a bone pain.
#qum# Mi perro se murió despacio ór la vejez	Tkaal xkmik ri ntzʼiʼ rum riʼjaal	qummiq qrqqqq qrqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq
#qum# En la reunión llegaron solo dos mujeres	Pri molbʼeem xaq kʼeebʼ ixoq xoʼpnik	qum's only two women came to the meeting
#qum# Si hablamos con la verdad	Saqsi xkojyolwik chqatziij rtqriq kʼchiʼ ri utziil	qumqumlo, or the reqsim
#qum# En el terreno hay montones de piedras	Pri uleew kʼolik kʼiy amluʼx abʼaj	qum on the ground.
#qum# Para que no nos critiquen es bueno pagar la deuda	Rech qal xkojyolik, utz xttojik ri kʼaas	qum to be uncritical it is good to pay the debt
#qum# Las aguas estancadas no es bueno	Ri tikʼlik yaʼ qal utz kumu kiʼ poqʼnik ri raal us	qumayo.com - The standing water is not good
#qum# El perro es travieso	Ri tzʼiʼ xwos	qum is a bad-humored
#qum# Existen personas que no creen en las imágenes	Kʼolik ri wnaq qal knmaj ri tyoox	qum that there are people who don't believe in images.
#qum# Que fecha nació mi hermano	Che rajlbʼaal rkʼosbʼik r i wtziik	qumsa-kqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq
#qum# M i mamá está enfermo de la tos	Ri nchuch yaabʼ rukʼ rqul	qum, and his mother is a cough-catcher.
#qum# la comadrona vive en el traingulo	Ri ajkuun tlaʼ kʼolik rchoch waʼchiʼ rbʼiʼ oxchʼuʼk	qumadru. - The sister-in-law lives in the triangle.
#qum# La gall inaza es bueno para abonar la siembra	Ri rchaq akʼ utz xtqajik chxeʼ ri tikaʼ	qum (en) - The chicken poon is good for the seed
#qum# Cuando hay charcos de agua	Ataq kʼolik yaʼ tikʼlik xibʼal serat kiʼpoqʼnik	qum of the water when there are wells of water
#qum# El ladrón entró arriba por eso no se dio cuenta el perro	ajsik xokul ri elqʼoom sicha ʼ qal xnaʼ ri tzʼiʼ	qum, and the thief came in there upstairs, so the dog did not notice.
#qum# Cuando nacio el niño lo	Ataq xkʼosbʼik ri ajkʼaal rbʼaqʼtmaj riibʼ ri rkʼamaʼl rmuux pirqul	qum'e'n'e'n'e'n'e'n'e'n'e'n'e'n when the baby is born
#qum# El caballo tiene los ojos grandes	Ri keej bʼilbʼik wu rbʼaq rwoch	qumabel has large eyes
#qum# Barrendero	El cuarto lo han barrido	qumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqum
#qum# Mi mamá puede hacer petate	Ri nchuch utz keʼrbʼan ri xkulbʼal	qumma may may may may do petate.
#qum# La en voltura del papel está hecho de algodón	Ri pisbʼal ri juuj bʼantlik rukʼ miit	qumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqum
#qum# Todos los negocios están cerrados	Njeel ri kʼyeej itzʼaplik	qum is closed to all traffic.
#qum# Dirrecion	Xsqarsxik ri riil ri achii se aclaró el delito del hombre	qum board
#qum# En el camino se regó arena	Chpom ri bʼeey xtukxik poqlaaj	qumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqum
#qum# La ropa está mojada	Ri sʼaq tʼaq	qumla is wet.
#qum# Cuando el perro olió las huellas del	Ataq xsiq ri tzʼiʼ ri qan chkop xtrambʼeej rech xwiʼtaaj	qum when the dog sniffs the footprints of the
#qum# La señorita se le cayó la muela	Ri aliit xtzaqeel wu rkaʼ	qummo the tooth of the lady.
#qum# El perro lo hirió al hombre en la fosa poplítea	Ri tzʼiʼ xsok ri achii pirsmoqʼ	qumq qqqqqqqqqqqqq rqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq
#qum# El consumo del cigarro daña el cerebro	Ri siikʼ kirbʼan kʼex chu ri tzantzqʼor	qum that the use of tobacco is harmful to the brain
#qum# Frijol	Ataq kpetik jabʼ wu kʼotzʼaj qʼus kkaʼyxik	qumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqum
#qum# Cuando está bien hecho el trabajo no es necesario repasarlo	Ataq utz bʼanmaj ri chaak qal chik ktzuntzxik	qum, and when the work is done correctly it is not necessary to review it
#qum# El hombre que mató a la mujer es el culpable	Ri ajmaak areʼ ri achi i ri xwiʼt aaj ri ixoq	qum to the man who killed the woman.
#qum# El pajon blanco sirve para elaborar canastas	Ri saqkʼim kchuknik chu kbʼanik xuʼk	qumqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq
#qum# La casa es muy reducido por eso no	Latzʼ wu rpom jaay sichaʼ qal xiʼ kʼisook njeel ri wnaq	"qumilil.com"".The house is very small, so it is not"
#qum# Cunado cae las primeras lluvias salen	Ataq kqajik ri nabʼey rqan jabʼ keʼlul ri xkawalek	qumqq qrqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq
#qum# El aguardiente causa daños a nuestro hígado	Ri xbʼaj kirbʼan kʼex chu ri qsosobʼ	qumate causes damage to the liver
#qum# Debajo de las piedras están las culebras	Xeʼ taq ri abʼaj kiʼkʼobʼik ri kmatz	qumliding is the act of making a stone
#qum# La siembra crece con el calor del sol	Ri tikaʼ kkʼiyik rum ri rmeqʼnal ri qʼiij	qumably the seed grows with the heat of the sun
#qum# Entre seis meses va parir la vaca	Waqiibʼ iikʼ chi k xtqajik raal wu wakx	qum on the six-month period, the cow will give birth
#qum# Esto lo dijo un chismoso	Jun mlol ylooj xb ʼiʼnik re waʼ	qum that a rumor has said.
#qum# La nuera se le puso a	Ri albʼatz xyoʼqook chu rqirxik ri rwoch ixiim	qumsa'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'a'b'a'a'a'a'a'a ischa'a'a'a'a'a'a'a'a ischa'a'a'a'a ischa'a'a'a'a'a'a'a ischa'a ischa'a'a'a'a ischa'a'a'a'b'aai'a ischa'a'a'a ischa'a'a'a'a'a'a'a'a
#qum# En la cima del cerro fuimos hacer la ceremonia maya	Pirwiʼ ri jyubʼ xeʼqbʼnaʼ ri chʼabʼal maaya	qum of the hill, we went to the Mayan ceremony.
#qum# El muchacho se cortó el pie con el machete	R i alaabʼ xtochʼ ri rqan rukʼ ri tochʼbʼal	qumile the boy's foot with the machete
#qum# Los ladrones de noche robaron la vaca de mi papá	Ri elqʼoom chaqʼabʼ xkelqʼaaj ri rwaakx wjow	qumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqum
#qum# la señora siempre padece del catarro	Ri nanyoox xaq kyabʼabʼ ik rum wu re tzaʼm	qumlo, and you shall always suffer from
#qum# Mi hermano construyó su casa retirado a la mia	Najeʼl xbʼan ri wtziik ri rchoch	qumle, and the house was taken up by my brother who built his house withdrawn for my
#qum# La señorita tiene los pechos grandes	Ri aliit nmaq wu riim	qum (s) - The lady has large breasts.
#qum# El buche de la gallina se llenó con granos de maíz	Ri rbʼuch akʼ xnojik rukʼ rwoch ixiim	qumile, and the chicken's mouth became full of cornstarch
#qum# En mi pueblo hay pocos ladinos	Pri ntinmit qal kʼiy moos ikʼolik	qum in my village are few ladinos.
#qum# El cuero se secó en el sol	Ri tzʼuum xchiqik chu qʼiij	qumla to the sun
#qum# El niño está enfermo por eso no puede reir	Ri ajkʼaal yaabʼ sichaʼ qal ktzeʼnik	qum, and the child is ill, so he cannot laugh.
#qum# La mosca es un animal malo porque contamina lo	Wu us qal utz laj chkop kir chʼulchʼaʼ ri che ri qtij	qumile is an evil animal because it pollutes the
#qum# Cuando los niños se levantan todos cantan	Ataq kiʼ waʼljik ri ajkʼalobʼ konjeel keʼ bʼixnik	qum the children, they all sing
#qum# A los niños es necesario enseñarles a saludar	Chke ri ajkʼalobʼ riliil rij xkeʼtijxik rech xkeʼqʼajlaʼnik	qumate with the child, and the child is to be taught to
#qum# El escritor escribió varios cuentos en el	Ri ajtzʼibʼnel xeʼrtzʼibʼaaj kʼiy q taʼ pqyolbʼaal	qum-tqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq
#qum# La señora preguntó cuanto vale la gallina	Ri ixoq xtzʼonjok jrubʼ rjil wu akʼ	qumile the lady how much the chicken is worth
#qum# El lazo se estiro porque se mojó	wu klobʼ xyuqpjik ataq xchnaʼnik	qumlo, the loop is stretched because it is wet.
#qum# Sapo	La laga rtija sale cuando hay sol	qumrq qrqqqq
#qum# El trozo ya está seco	Ri xaʼk chqiʼj chik	qumed the piece.
#qum# Para curar la tos es bueno el jengibre	Ri xenxipr utz chi kunbʼal ri qulaj	qum is good for curing cough
#qum# El laso lo hacen torcer con malacates	Ri klobʼ ktumxik rukʼ xweelx	qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qumqumq-qum-qum-qum-qumqumqumq qum-qumqumqum-qumqumqumqumq qumqumqumqumqumq qumqumq qumqumqumq qumqumqumqumqum qumqumqumqumq
#qum# El agua de la	Ri ryaʼl tzmeʼy utz xtqum jun ixoq rech q al ri raal xtokʼwik	qumilil (n) - The water of the
#qum# El borracho cuando cayó quedó de boca arriba	Ri qʼabʼreel pakʼlik xkanjik ataq xtzaqik	qumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqum
#qum# El hombre cuando se fue a traer leña no llevó su mecapal	Ri achii ataq xbʼeek chu rkʼamik siʼ qal xkʼambʼik ri rptem	qumqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq
#qum# El año pasado se fundó el caserío	Junbʼer xkʼuqbʼsxik ri rwiʼ rqʼabʼ tinmit	qumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqum
#qum# Rech ri tinmit	Njeel jnobʼ kbʼanik ri nimaqʼʼij	qum ri xtzʼalbʼal
#qum# A la mujer le dió vahído	Ri ixoq xpe saqtqoj chriij	qum) the woman was given by him
#qum# El muchacho se cayó y se quebró la mano	Ri alaabʼ xtzaqik xqʼoch wu rqʼabʼ	qum, and broke his arm.
#qum# Mi hermano apuntaló su casa	Ri wtziik xaq xchʼutij ri rchoch	qum in his house.
#qum# al otro lado del rio está la casa de Elena	Chqʼayaʼpon ri yaʼ kʼolik rchoch ri Leʼn	qumle of the river is the house of Elena.
#qum# La cola de gallo sirve para adornar	wu ekʼaʼ kchuknik chu wiqbʼal	qum to be worn on the wrists of the
#qum# Dolor	Iwir xintzaqken ri qʼaxbʼal chaʼnbʼal ayer perdí el teléfono	qum The one or two
#qum# Mi tío tiene dos hijastras	Ri wkaan kʼolik kʼeebʼ rmyaʼlbʼaal	qum'a'm. - My uncle has two daughters.
#qum# Palo blanco	Ri saqʼuul xaq tqʼaaj kiryaʼ wiʼ, El plátano solo se da en la costa	qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum-qum qumqumq-qumqum qum-qumqumqumq-qum-qumqum-qum qamaamaama qamaat isqqum-qum-qumq
#qum# Ayer en la tarde estuvimos en una reunión	Iwir xqʼeq xojkʼobʼik pjun molbʼeem	qumne yesterday afternoon, we were in a meeting.
#qum# El niño se debe agarrar de la mano	Ri ajkʼaal riliil rij kyuqxik chu ri rqʼabʼ	qum, and the child shall be held by the hand
#qum# El maestro lo mando a serntar al abuelo en la silla	Ri ajtiij xkʼuqbʼaʼ ri tatanool chu teem	qumarichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichichi
#qum# Todos tomamos atol	Qonjeel qqum qʼoor	qum allum
#qum# Dentro de un año	A qué hora nos vamos al entierro	qum in the space of a year
#qum# Las frutas se ven grandes	Wu loʼn nmaq kkaʼyxik	qumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqumqum
#qum# El cerdo tiene mucho piojo	Ri kuch xibʼal squkʼ chriij	qum'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i'i is the fowl is too much of the fowl is the fowl is too much fowl is the fowl'i'i'i'i
#qum# El bebé no aguantó la fiebre	Ri lochʼ qal xchʼij ri qʼaaqʼ xelul chriij	qum the baby couldn't take the fever
#qum# la señorita cuando viaja en carro le da vómito	Ri aliit ataq kbʼeek pchʼiichʼ kiryaʼ xaʼw chre	qumsi. the lady when she is driving is vomiting.
#qum# La gente pelean por el agua	Ri winaq keʼchʼoʼ jnik chrij ri yaʼ	qumilito.com The people are fighting for the water
#qum# Mi papá todos los días se mantiene ocupado	Ri wjow njeel qʼiij qal jamlik	qum's day's work in the life of my father.
#qum# En frente la iglesia	Chu wu jaay rech chʼabʼal kʼolik kʼeebʼ mulmik uleew	qumle the front of the church.
